alt                      press                    temp                     density                  eddy                     O                        O2                       H2O                      H                        OH                       HO2                      H2O2                     H2                       CO                       HCO                      H2CO                     CH4                      CH3                      C2H6                     NO                       NO2                      HNO                      H2S                      HS                       S                        SO                       SO2                      H2SO4                    HSO                      S2                       S4                       S8                       SO3                      OCS                      S3                       O3                       HNO3                     N                        HO2NO2                   NO3                      N2O5                     N2O                      CH3O                     CH3ONO                   CH3ONO2                  CH2ONO2                  CH3O2NO2                 CH3O2                    CH3OH                    CH3OOH                   CH2OOH                   HCL                      CL                       CLO                      HOCL                     CL2                      CH2O2                    CH2OH                    OCLO                     CLOO                     CLONO                    CLONO2                   CLNO                     CLNO2                    CH3OCL                   CL2O2                    CL2O                     CLO3                     HCLO4                    CL2O4                    SO4AER                   S8AER                    CO2                      N2                       SO4AER_AERSOL            S8AER_AERSOL             SO4AER_WFALL             S8AER_WFALL              SO4AER_RPAR              S8AER_RPAR               
5.7750000000000000e+01   4.6241428604229595e-06   1.4000000000000000e+02   2.3923236000000000e+14   2.7000880000000000e+08   1.0882745999999999e-05   7.5008792999999995e-04   3.3385583000000000e-09   3.9110970999999998e-09   5.0608166000000003e-13   1.5097839000000000e-13   4.2420470999999998e-10   2.6547235000000001e-05   5.0213807999999996e-04   4.3143042000000000e-19   2.6402655000000000e-18   5.5780078000000002e-14   2.3130515999999999e-24   7.2397430999999996e-35   3.8929500000000002e-17   2.7648562000000000e-21   5.6758036000000003e-27   9.6132744000000000e-17   4.3449061000000000e-20   1.2914275999999999e-12   4.5070409000000001e-09   2.5774119999999999e-09   6.0915053000000000e-17   3.8148686000000000e-18   3.9359088999999999e-27   7.1743697000000000e-35   1.6739388999999999e-22   3.7795397999999999e-13   1.3180756000000000e-20   2.0388568999999999e-40   4.8592784000000001e-09   1.0428292000000000e-21   3.9681400000000002e-18   1.8929377000000000e-20   1.2303861999999999e-25   4.3010860999999999e-34   2.7398240000000000e-14   6.8326371999999999e-20   1.6440955000000000e-26   4.4497266999999998e-32   4.7810352000000000e-44   7.9782269000000000e-48   9.4383127000000003e-20   9.6740020000000005e-30   9.2397068000000005e-20   1.8427408000000001e-33   1.4092296000000000e-09   3.2595219000000002e-11   1.5638461000000001e-15   1.2042651000000000e-19   4.0500602999999997e-18   9.8131158000000002e-31   2.5409105999999999e-36   1.0952023000000000e-20   2.5014657000000001e-16   3.7086510999999998e-28   1.7700698000000002e-27   6.1435674000000003e-26   4.2792460999999997e-27   5.6304438999999998e-25   1.4811198000000001e-25   1.3944936000000000e-39   8.2486065999999999e-19   2.1322628000000001e-14   2.0298443000000000e-18   1.9654012999999999e-09   9.9999999999999996e-39   9.4999999163992699e-01   4.8710329341822511e-02   1.2839138000000000e-02   1.1784845000000001e-31   1.7936395999999998e+01   2.2682183999999999e+01   1.0000000000000001e-05   1.0000000000000001e-05   
5.8250000000000000e+01   4.3241341837083599e-06   1.4000000000000000e+02   2.2371126000000000e+14   2.7000880000000000e+08   1.1064776000000001e-05   7.5008607999999997e-04   3.3382765999999999e-09   3.9193379000000004e-09   4.8155166000000003e-13   1.3920031000000001e-13   4.2280086999999998e-10   2.6547232999999999e-05   5.0231524000000005e-04   4.0277325000000000e-19   2.7455802000000000e-18   5.5779913000000000e-14   2.3374919000000001e-24   7.3781364999999996e-35   3.8870775000000000e-17   2.5816299000000002e-21   5.2232886999999998e-27   9.5341488999999995e-17   4.4710763000000003e-20   1.3851442000000001e-12   4.5199864999999999e-09   2.5643793000000000e-09   5.9817009000000005e-17   3.5292216000000004e-18   4.2449664000000000e-27   6.9734775999999998e-35   1.6739388999999999e-22   3.7130567999999998e-13   1.3040552000000000e-20   2.0621716000000001e-40   4.4753965000000002e-09   1.0373768000000000e-21   4.0305960000000004e-18   1.8862959999999999e-20   1.0648515999999999e-25   4.2298615999999998e-34   2.7397493999999999e-14   6.9917675000000002e-20   1.6440959000000000e-26   4.4497266999999998e-32   4.7940466999999996e-44   7.8780711999999997e-48   9.4376301000000000e-20   9.6739167000000004e-30   9.2220430999999996e-20   1.6365278999999999e-33   1.4091345000000001e-09   3.2690499999999997e-11   1.4215218999999999e-15   1.1579863000000001e-19   3.8462752000000000e-18   9.2026119000000003e-31   2.5483120999999998e-36   1.0805516000000001e-20   2.3443088999999998e-16   3.3522321000000001e-28   1.7362166999999998e-27   5.6996250000000000e-26   4.1184074999999999e-27   5.5942128999999999e-25   1.3467283000000001e-25   1.2709095000000001e-39   6.6809351999999999e-19   2.1322628000000001e-14   2.0025841999999998e-18   1.9586602000000000e-09   9.9999999999999996e-39   9.5000001341014306e-01   4.8709950617710551e-02   1.1946300000000000e-02   1.1020258999999999e-31   1.9192481999999998e+01   2.4255866999999999e+01   1.0000000000000001e-05   1.0000000000000001e-05   
5.8750000000000000e+01   4.0436687592666398e-06   1.4000000000000000e+02   2.0920124000000000e+14   2.7000880000000000e+08   1.1256195000000000e-05   7.5008406999999997e-04   3.3379917000000001e-09   3.9278992999999998e-09   4.5956712000000004e-13   1.2828231000000001e-13   4.2140143000000002e-10   2.6547230000000001e-05   5.0250155999999996e-04   3.7598759000000000e-19   2.8591026000000000e-18   5.5779738000000000e-14   2.3938326999999998e-24   7.5261526000000005e-35   3.8808466000000002e-17   2.4103664000000001e-21   4.8041773000000001e-27   9.4557031999999997e-17   4.6016113000000003e-20   1.4855934000000001e-12   4.5328733000000001e-09   2.5513987000000001e-09   5.8737478000000002e-17   3.2634763999999999e-18   4.5764098000000003e-27   6.7781811999999996e-35   1.6739388999999999e-22   3.6476658000000000e-13   1.2901034000000000e-20   2.0849476000000000e-40   4.1182465000000000e-09   1.0319441000000000e-21   4.0968626000000004e-18   1.8796770999999999e-20   9.2139233999999995e-26   4.1598139999999999e-34   2.7396747000000001e-14   7.1612521000000000e-20   1.6440961999999999e-26   4.4497266000000002e-32   4.8072409999999996e-44   7.7791187000000001e-48   9.4370038000000001e-20   9.6738361999999995e-30   9.2044121000000001e-20   1.4577222000000000e-33   1.4090386999999999e-09   3.2786371999999997e-11   1.2903659000000000e-15   1.1145327000000001e-19   3.6516599000000002e-18   8.6303910999999992e-31   2.5557619000000001e-36   1.0660898000000000e-20   2.1969799999999999e-16   3.0291576000000002e-28   1.7031116000000000e-27   5.2844437000000004e-26   3.9635530000000000e-27   5.5582090999999997e-25   1.2245183000000001e-25   1.1586726000000000e-39   5.4046280000000003e-19   2.1322628000000001e-14   1.9756858000000000e-18   1.9514727000000001e-09   9.9999999999999996e-39   9.5000000956017283e-01   4.8709579099174061e-02   1.1113125000000000e-02   1.0305480000000000e-31   2.0536120000000000e+01   2.5938226000000000e+01   1.0000000000000001e-05   1.0000000000000001e-05   
5.9250000000000000e+01   3.7814681613497595e-06   1.4000000000000000e+02   1.9563616000000000e+14   2.7000880000000000e+08   1.1457573000000000e-05   7.5008191000000004e-04   3.3377036000000001e-09   3.9368042000000004e-09   4.3999611999999998e-13   1.1816527000000000e-13   4.2000640000000002e-10   2.6547227999999999e-05   5.0269759000000000e-04   3.5095202999999998e-19   2.9814359999999999e-18   5.5779550000000002e-14   2.4980668000000001e-24   7.6844551000000003e-35   3.8742329000000000e-17   2.2503063999999998e-21   4.4161719000000002e-27   9.3779289999999997e-17   4.7364536999999997e-20   1.5932541999999999e-12   4.5456997000000000e-09   2.5384710000000001e-09   5.7676263999999995e-17   3.0163480000000000e-18   4.9313905000000000e-27   6.5883257000000001e-35   1.6739388999999999e-22   3.5833570000000001e-13   1.2762252000000000e-20   2.1070026000000002e-40   3.7865437999999996e-09   1.0265316000000000e-21   4.1672025000000000e-18   1.8730809000000000e-20   7.9717842999999999e-26   4.0909233999999996e-34   2.7395999000000000e-14   7.3417810999999995e-20   1.6440964999999999e-26   4.4497266000000002e-32   4.8206124999999999e-44   7.6813603999999999e-48   9.4364311000000004e-20   9.6737601000000002e-30   9.1868138999999999e-20   1.3026519999999999e-33   1.4089424000000000e-09   3.2882829999999999e-11   1.1697560000000000e-15   1.0736715000000000e-19   3.4659410000000002e-18   8.0940302999999995e-31   2.5632596000000000e-36   1.0518149999999999e-20   2.0588608999999999e-16   2.7365414000000000e-28   1.6707306999999999e-27   4.8966263999999997e-26   3.8144681999999998e-27   5.5224318000000003e-25   1.1133878000000001e-25   1.0566970000000001e-39   4.3674877999999999e-19   2.1322628000000001e-14   1.9491445000000001e-18   1.9438119999999999e-09   9.9999999999999996e-39   9.4999998977694100e-01   4.8709203968577253e-02   1.0340256000000001e-02   9.6372492000000001e-32   2.1969550999999999e+01   2.7736730999999999e+01   1.0000000000000001e-05   1.0000000000000001e-05   
5.9750000000000000e+01   3.5363382390246400e-06   1.4000000000000000e+02   1.8295424000000000e+14   2.7000880000000000e+08   1.1669521000000000e-05   7.5007956999999996e-04   3.3374120999999998e-09   3.9460765999999998e-09   4.2271590999999998e-13   1.0879395000000000e-13   4.1861580000000000e-10   2.6547225000000001e-05   5.0290393000000004e-04   3.2755307000000000e-19   3.1132279999999999e-18   5.5779349000000000e-14   2.6717679000000001e-24   7.8537531000000001e-35   3.8672099999999999e-17   2.1007308000000000e-21   4.0571207000000003e-27   9.3008185999999995e-17   4.8755277999999999e-20   1.7086392000000000e-12   4.5584643000000001e-09   2.5255974000000000e-09   5.6633161000000001e-17   2.7866243000000002e-18   5.3110681000000000e-27   6.4037603000000002e-35   1.6739388999999999e-22   3.5201195999999998e-13   1.2624254000000000e-20   2.1281685000000001e-40   3.4789627999999998e-09   1.0211397000000000e-21   4.2418968000000004e-18   1.8665077000000001e-20   6.8970395999999998e-26   4.0231705000000001e-34   2.7395248999999999e-14   7.5340911000000005e-20   1.6440967000000000e-26   4.4497266000000002e-32   4.8341563000000001e-44   7.5847867999999994e-48   9.4359099000000003e-20   9.6736880999999994e-30   9.1692486999999996e-20   1.1681278000000000e-33   1.4088455000000000e-09   3.2979871000000002e-11   1.0590630999999999e-15   1.0351924000000000e-19   3.2888331999999999e-18   7.5912616000000003e-31   2.5708049000000000e-36   1.0377252000000000e-20   1.9293722999999999e-16   2.4716990999999999e-28   1.6390510000000000e-27   4.5347705999999997e-26   3.6709448999999997e-27   5.4868799000000001e-25   1.0123337000000000e-25   9.6400632000000008e-40   3.5260460000000000e-19   2.1322628000000001e-14   1.9229557999999999e-18   1.9356502000000001e-09   9.9999999999999996e-39   9.5000001093169528e-01   4.8708767177002010e-02   9.6206908999999993e-03   9.0125241000000001e-32   2.3500672999999999e+01   2.9659362000000002e+01   1.0000000000000001e-05   1.0000000000000001e-05   
6.0250000000000000e+01   3.3071631241564999e-06   1.4000000000000000e+02   1.7109775000000000e+14   2.7000880000000000e+08   1.1892689000000000e-05   7.5007706999999997e-04   3.3371173000000001e-09   3.9557421999999997e-09   4.0761389000000001e-13   1.0011681000000000e-13   4.1722963000000002e-10   2.6547221999999999e-05   5.0312122000000003e-04   3.0568458999999999e-19   3.2551734000000000e-18   5.5779134000000001e-14   2.9431512999999999e-24   8.0348043000000003e-35   3.8597496999999998e-17   1.9609628000000001e-21   3.7250122999999999e-27   9.2243646000000000e-17   5.0187398999999998e-20   1.8322972000000002e-12   4.5711656999999999e-09   2.5127786000000001e-09   5.5607962000000005e-17   2.5731655999999998e-18   5.7165951000000000e-27   6.2243387999999998e-35   1.6739388999999999e-22   3.4579421000000002e-13   1.2487084000000000e-20   2.1482843000000000e-40   3.1941619999999999e-09   1.0157689000000001e-21   4.3212463999999998e-18   1.8599572000000001e-20   5.9676558999999996e-26   3.9565366000000000e-34   2.7394496999999999e-14   7.7389671000000004e-20   1.6440970000000000e-26   4.4497266000000002e-32   4.8478681000000001e-44   7.4893878999999994e-48   9.4354380000000001e-20   9.6736201999999999e-30   9.1517168000000002e-20   1.0513840000000000e-33   1.4087479999999999e-09   3.3077494999999999e-11   9.5766057999999996e-16   9.9890482000000001e-20   3.1200431999999998e-18   7.1199626000000002e-31   2.5783975000000000e-36   1.0238185999999999e-20   1.8079714000000000e-16   2.2321441000000000e-28   1.6080509000000000e-27   4.1974835999999999e-26   3.5327811999999998e-27   5.4515527999999998e-25   9.2044383000000000e-26   8.7972176000000005e-40   2.8443199999999998e-19   2.1322628000000001e-14   1.8971152000000001e-18   1.9269576000000002e-09   9.9999999999999996e-39   9.4999998538846941e-01   4.8708355050760432e-02   8.9487592999999994e-03   8.4284604999999995e-32   2.5138007000000002e+01   3.1714646999999999e+01   1.0000000000000001e-05   1.0000000000000001e-05   
6.0750000000000000e+01   3.0929002058464996e-06   1.4000000000000000e+02   1.6001275000000000e+14   2.7000880000000000e+08   1.2127770000000001e-05   7.5007437999999999e-04   3.3368191000000002e-09   3.9658282999999996e-09   3.9458858000000002e-13   9.2085712000000004e-14   4.1584792000000001e-10   2.6547218000000001e-05   5.0335012000000002e-04   2.8524740000000002e-19   3.4080180000000000e-18   5.5778903999999999e-14   3.3480406000000001e-24   8.2284188999999998e-35   3.8518220000000001e-17   1.8303676999999999e-21   3.4179681000000001e-27   9.1485600000000000e-17   5.1659785000000003e-20   1.9648153999999999e-12   4.5838024999999998e-09   2.5000153000000000e-09   5.4600451999999997e-17   2.3749023999999999e-18   6.1491036999999999e-27   6.0499186000000003e-35   1.6739388999999999e-22   3.3968124000000000e-13   1.2350783000000000e-20   2.1671925000000002e-40   2.9308037999999998e-09   1.0104194000000000e-21   4.4055727999999999e-18   1.8534296000000001e-20   5.1643491000000001e-26   3.8910028999999998e-34   2.7393743999999999e-14   7.9572449999999996e-20   1.6440972000000001e-26   4.4497266000000002e-32   4.8617439999999997e-44   7.3951534000000001e-48   9.4350133999999994e-20   9.6735559999999997e-30   9.1342185000000002e-20   9.5002716000000005e-34   1.4086499000000001e-09   3.3175701000000002e-11   8.6493244999999999e-16   9.6463583999999995e-20   2.9592726000000001e-18   6.6781466000000003e-31   2.5860374999999999e-36   1.0100933000000000e-20   1.6941499999999999e-16   2.0155808999999999e-28   1.5777097999999999e-27   3.8833948000000000e-26   3.3997819000000000e-27   5.4164495999999998e-25   8.3688801000000002e-26   8.0305166999999997e-40   2.2926623000000000e-19   2.1322628000000001e-14   1.8716180999999998e-18   1.9177027000000001e-09   9.9999999999999996e-39   9.4999998437624500e-01   4.8707895040212890e-02   8.3213184999999992e-03   7.8824013000000005e-32   2.6888888000000001e+01   3.3911695000000002e+01   1.0000000000000001e-05   1.0000000000000001e-05   
6.1250000000000000e+01   2.8925751048693797e-06   1.4000000000000000e+02   1.4964883000000000e+14   2.7000880000000000e+08   1.2375502000000001e-05   7.5007150999999996e-04   3.3365175000000000e-09   3.9763638999999997e-09   3.8355012999999998e-13   8.4655732999999994e-14   4.1447068999999999e-10   2.6547215000000000e-05   5.0359136000000004e-04   2.6614877000000002e-19   3.5725621000000002e-18   5.5778658999999998e-14   3.9306540000000001e-24   8.4354625999999999e-35   3.8433946999999997e-17   1.7083505000000001e-21   3.1342346000000002e-27   9.0733978000000006e-17   5.3171139000000000e-20   2.1068227000000000e-12   4.5963735000000002e-09   2.4873083000000000e-09   5.3610418000000000e-17   2.1908313999999999e-18   6.6096941999999994e-27   5.8803611999999996e-35   1.6739388999999999e-22   3.3367177000000000e-13   1.2215386000000000e-20   2.1847384999999999e-40   2.6875703000000002e-09   1.0050918000000000e-21   4.4952198999999996e-18   1.8469248999999999e-20   4.4702927999999997e-26   3.8265512999999999e-34   2.7392989999999999e-14   8.1898134000000004e-20   1.6440974000000000e-26   4.4497266000000002e-32   4.8757808999999999e-44   7.3020727000000001e-48   9.4346345999999995e-20   9.6734953999999997e-30   9.1167541000000005e-20   8.6198799999999994e-34   1.4085512000000000e-09   3.3274488999999999e-11   7.8027899000000001e-16   9.3222871999999994e-20   2.8062212000000000e-18   6.2639538000000002e-31   2.5937247999999999e-36   9.9654733000000002e-21   1.5874321000000001e-16   1.8198978000000000e-28   1.5480084000000000e-27   3.5911656000000001e-26   3.2717580000000002e-27   5.3815694999999997e-25   7.6091125999999996e-26   7.3328237000000003e-40   1.8467347000000000e-19   2.1322628000000001e-14   1.8464604000000001e-18   1.9078525000000002e-09   9.9999999999999996e-39   9.5000001002346623e-01   4.8707383538237004e-02   7.7354355000000003e-03   7.3718634999999996e-32   2.8761153000000000e+01   3.6260238999999999e+01   1.0000000000000001e-05   1.0000000000000001e-05   
6.1750000000000000e+01   2.7052776145653996e-06   1.4000000000000000e+02   1.3995890000000000e+14   2.7000880000000000e+08   1.2636670000000000e-05   7.5006843999999998e-04   3.3362123999999999e-09   3.9873795999999998e-09   3.7442068000000001e-13   7.7784950000000003e-14   4.1309793999999997e-10   2.6547210999999999e-05   5.0384569999999997e-04   2.4830203000000000e-19   3.7496644999999998e-18   5.5778396000000002e-14   4.7441315999999997e-24   8.6568603999999997e-35   3.8344332000000003e-17   1.5943545000000001e-21   2.8721747000000001e-27   8.9988715000000006e-17   5.4719986000000000e-20   2.2589919000000001e-12   4.6088774999999999e-09   2.4746581000000000e-09   5.2637640000000003e-17   2.0200127000000002e-18   7.0994235000000004e-27   5.7155322000000005e-35   1.6739388999999999e-22   3.2776452999999999e-13   1.2080927000000000e-20   2.2007708000000001e-40   2.4631751999999999e-09   9.9978643999999997e-22   4.5905551999999997e-18   1.8404431000000001e-20   3.8708357000000003e-26   3.7631640000000000e-34   2.7392234999999999e-14   8.4376157999999997e-20   1.6440975000000001e-26   4.4497266000000002e-32   4.8899759999999999e-44   7.2101351000000002e-48   9.4342996000000001e-20   9.6734380999999997e-30   9.0993238999999998e-20   7.8547976999999997e-34   1.4084519000000000e-09   3.3373861999999997e-11   7.0312133000000003e-16   9.0154110999999996e-20   2.6605886999999998e-18   5.8756429000000000e-31   2.6014593999999999e-36   9.8317875999999999e-21   1.4873716999999999e-16   1.6431565000000001e-28   1.5189281000000001e-27   3.3194965999999998e-26   3.1485265999999998e-27   5.3469116000000001e-25   6.9182680000000000e-26   6.6977000999999997e-40   1.4866176000000000e-19   2.1322628000000001e-14   1.8216376999999999e-18   1.8973726000000000e-09   9.9999999999999996e-39   9.5000003572477354e-01   4.8706845628482820e-02   7.1883729999999996e-03   6.8945270999999998e-32   3.0763176999999999e+01   3.8770676000000002e+01   1.0000000000000001e-05   1.0000000000000001e-05   
6.2250000000000000e+01   2.5301570618596998e-06   1.4000000000000000e+02   1.3089895000000000e+14   2.7000880000000000e+08   1.2912108000000000e-05   7.5006515999999997e-04   3.3359037000000000e-09   3.9989078000000003e-09   3.6713449999999999e-13   7.1434241000000005e-14   4.1172969999999999e-10   2.6547207000000001e-05   5.0411395000000004e-04   2.3162618000000000e-19   3.9402466000000001e-18   5.5778115000000002e-14   5.8507436999999997e-24   8.8936010000000005e-35   3.8249008000000003e-17   1.4878588000000000e-21   2.6302610999999999e-27   8.9249748000000002e-17   5.6304677000000005e-20   2.4220431999999999e-12   4.6213131000000002e-09   2.4620652000000001e-09   5.1681898999999998e-17   1.8615651000000000e-18   7.6192937000000003e-27   5.5553004000000003e-35   1.6739388999999999e-22   3.2195816000000000e-13   1.1947436000000000e-20   2.2151420000000001e-40   2.2563733000000000e-09   9.9450358000000000e-22   4.6919713000000001e-18   1.8339843000000001e-20   3.3532398000000001e-26   3.7008234999999998e-34   2.7391478999999999e-14   8.7016529999999996e-20   1.6440977000000000e-26   4.4497266000000002e-32   4.9043274999999995e-44   7.1193295000000005e-48   9.4340071000000006e-20   9.6733840000000007e-30   9.0819283000000005e-20   7.1896038999999999e-34   1.4083520000000000e-09   3.3473820999999997e-11   6.3290455999999996e-16   8.7244363999999998e-20   2.5220772000000000e-18   5.5115837000000001e-31   2.6092415999999999e-36   9.6998567000000000e-21   1.3935513000000000e-16   1.4835827000000001e-28   1.4904512999999999e-27   3.0671331000000001e-26   3.0299113000000001e-27   5.3124751000000004e-25   6.2900997999999995e-26   6.1193334000000001e-40   1.1960484000000001e-19   2.1322628000000001e-14   1.7971458000000001e-18   1.8862268999999998e-09   9.9999999999999996e-39   9.5000005729610515e-01   4.8706283861261301e-02   6.6775762999999998e-03   6.4482242999999999e-32   3.2903913000000003e+01   4.1454113999999997e+01   1.0000000000000001e-05   1.0000000000000001e-05   
6.2750000000000000e+01   2.3664188280268200e-06   1.4000000000000000e+02   1.2242787000000000e+14   2.7000880000000000e+08   1.3202700000000000e-05   7.5006167000000003e-04   3.3355915000000001e-09   4.0109830999999999e-09   3.6163769000000001e-13   6.5567095999999998e-14   4.1036597999999998e-10   2.6547203000000000e-05   5.0439698000000004e-04   2.1604552000000000e-19   4.1452969999999997e-18   5.5777814999999999e-14   7.3217568000000007e-24   9.1467411000000000e-35   3.8147581000000000e-17   1.3883759000000000e-21   2.4070682000000001e-27   8.8517017000000004e-17   5.7923393000000005e-20   2.5967473999999999e-12   4.6336791999999998e-09   2.4495300999999999e-09   5.0742973999999999e-17   1.7146631000000000e-18   8.1702420999999995e-27   5.3995385999999998e-35   1.6739388999999999e-22   3.1625131000000002e-13   1.1814942000000000e-20   2.2277098000000001e-40   2.0659666999999998e-09   9.8924360000000000e-22   4.7998875999999997e-18   1.8275484999999999e-20   2.9064429000000000e-26   3.6395126999999998e-34   2.7390722000000000e-14   8.9829846999999996e-20   1.6440978000000000e-26   4.4497266000000002e-32   4.9188338000000002e-44   7.0296449000000002e-48   9.4337557000000002e-20   9.6733329000000002e-30   9.0645675999999999e-20   6.6109913000000004e-34   1.4082515000000000e-09   3.3574370000000002e-11   5.6909995000000003e-16   8.4481864000000003e-20   2.3903924999999998e-18   5.1702497999999996e-31   2.6170716000000002e-36   9.5696612999999996e-21   1.3055796999999999e-16   1.3395552000000001e-28   1.4625613000000001e-27   2.8328695000000002e-26   2.9157416000000001e-27   5.2782594000000000e-25   5.7189267999999995e-26   5.5924733000000001e-40   9.6177772999999997e-20   2.1322628000000001e-14   1.7729805000000000e-18   1.8743782000000001e-09   9.9999999999999996e-39   9.4999994690751377e-01   4.8705824313719948e-02   6.2006609999999997e-03   6.0309294000000000e-32   3.5192925000000002e+01   4.4322418999999996e+01   1.0000000000000001e-05   1.0000000000000001e-05   
6.3250000000000000e+01   2.2133197097100600e-06   1.4000000000000000e+02   1.1450721000000000e+14   2.7000880000000000e+08   1.3509382000000001e-05   7.5005796999999996e-04   3.3352755999999999e-09   4.0236415000000000e-09   3.5788779000000001e-13   6.0149447000000006e-14   4.0900682000000002e-10   2.6547198000000000e-05   5.0469570999999997e-04   2.0148932000000000e-19   4.3658760999999998e-18   5.5777494000000000e-14   9.2369718000000002e-24   9.4174096000000004e-35   3.8039629000000002e-17   1.2954499000000000e-21   2.2012658000000000e-27   8.7790463000000006e-17   5.9574151999999999e-20   2.7839292000000002e-12   4.6459746000000001e-09   2.4370532000000002e-09   4.9820645000000002e-17   1.5785331000000000e-18   8.7531304000000007e-27   5.2481231000000003e-35   1.6739388999999999e-22   3.1064261000000000e-13   1.1683470000000001e-20   2.2383394000000001e-40   1.8908100000000000e-09   9.8400683000000005e-22   4.9147519999999998e-18   1.8211358999999999e-20   2.5208471999999999e-26   3.5792146999999998e-34   2.7389963000000001e-14   9.2827321000000005e-20   1.6440979999999999e-26   4.4497266000000002e-32   4.9334939000000004e-44   6.9410702000000006e-48   9.4335440000000006e-20   9.6732846000000000e-30   9.0472422999999996e-20   6.1074717999999996e-34   1.4081505000000001e-09   3.3675514000000002e-11   5.1120631999999995e-16   8.1855898999999997e-20   2.2652453000000002e-18   4.8502114999999998e-31   2.6249495000000001e-36   9.4411820000000003e-21   1.2230905000000001e-16   1.2095952000000001e-28   1.4352420000000000e-27   2.6155513999999998e-26   2.8058530000000000e-27   5.2442637000000002e-25   5.1995818999999998e-26   5.1123743000000000e-40   7.7303076999999998e-20   2.1322628000000001e-14   1.7491377000000000e-18   1.8617876999999999e-09   9.9999999999999996e-39   9.5000000436653731e-01   4.8705165324469335e-02   5.7554019999999997e-03   5.6407492000000000e-32   3.7640436000000001e+01   4.7388267999999997e+01   1.0000000000000001e-05   1.0000000000000001e-05   
6.3750000000000000e+01   2.0701657927220199e-06   1.4000000000000000e+02   1.0710107000000000e+14   2.7000880000000000e+08   1.3833144000000000e-05   7.5005402999999999e-04   3.3349559000000002e-09   4.0369214999999998e-09   3.5585314000000001e-13   5.5149501999999999e-14   4.0765223999999998e-10   2.6547193000000000e-05   5.0501109000000005e-04   1.8789149000000000e-19   4.6031219000000002e-18   5.5777150999999999e-14   1.1683995000000000e-23   9.7068130000000000e-35   3.7924703999999998e-17   1.2086541999999999e-21   2.0116127000000001e-27   8.7070031000000005e-17   6.1254822000000003e-20   2.9844713000000000e-12   4.6581978999999996e-09   2.4246348000000000e-09   4.8914690000000002e-17   1.4524504000000000e-18   9.3687351999999998e-27   5.1009334999999999e-35   1.6739388999999999e-22   3.0513066999999998e-13   1.1553041000000000e-20   2.2469044999999999e-40   1.7298131000000000e-09   9.7879355999999996e-22   5.0370423000000002e-18   1.8147464000000000e-20   2.1881318000000000e-26   3.5199132000000001e-34   2.7389203999999999e-14   9.6020800999999996e-20   1.6440981000000000e-26   4.4497266000000002e-32   4.9483074999999996e-44   6.8535941000000003e-48   9.4333708000000002e-20   9.6732389999999995e-30   9.0299527999999996e-20   5.6691197000000002e-34   1.4080487999999999e-09   3.3777255999999998e-11   4.5875075999999997e-16   7.9356706000000006e-20   2.1463524000000000e-18   4.5501303000000003e-31   2.6328759000000001e-36   9.3143994999999996e-21   1.1457403000000000e-16   1.0923562999999999e-28   1.4084783000000001e-27   2.4140780000000001e-26   2.7000868999999999e-27   5.2104873000000001e-25   4.7273659999999999e-26   4.6747450000000003e-40   6.2105902000000001e-20   2.1322628000000001e-14   1.7256134000000000e-18   1.8484153000000001e-09   9.9999999999999996e-39   9.5000003267941202e-01   4.8704501977365311e-02   5.3397226000000001e-03   5.2759149999999998e-32   4.0257368999999997e+01   5.0665201000000003e+01   1.0000000000000001e-05   1.0000000000000001e-05   
6.4250000000000000e+01   1.9363085862274000e-06   1.4000000000000000e+02   1.0017590000000000e+14   2.7000880000000000e+08   1.4175032999999999e-05   7.5004984000000003e-04   3.3346324000000000e-09   4.0508633999999996e-09   3.5551201000000000e-13   5.0537588999999997e-14   4.0630224999999998e-10   2.6547187999999999e-05   5.0534414999999996e-04   1.7519027000000000e-19   4.8582548000000001e-18   5.5776785000000001e-14   1.4757341000000000e-23   1.0016240000000001e-34   3.7802325000000000e-17   1.1275900000000000e-21   1.8369501999999998e-27   8.6355668000000001e-17   6.2963129000000004e-20   3.1993180000000002e-12   4.6703478999999999e-09   2.4122754000000001e-09   4.8024889000000002e-17   1.3357359000000001e-18   1.0017739000000000e-26   4.9578526999999998e-35   1.6739388999999999e-22   2.9971409000000000e-13   1.1423678000000000e-20   2.2532894999999999e-40   1.5819427000000001e-09   9.7360408999999992e-22   5.1672685000000002e-18   1.8083800999999999e-20   1.9010872000000000e-26   3.4615918000000000e-34   2.7388444000000000e-14   9.9422799999999996e-20   1.6440982000000001e-26   4.4497266000000002e-32   4.9632744000000001e-44   6.7672054999999995e-48   9.4332352000000000e-20   9.6731959000000007e-30   9.0126996000000005e-20   5.2873487000000002e-34   1.4079465000000000e-09   3.3879600999999999e-11   4.1128880999999999e-16   7.6975383000000002e-20   2.0334375000000001e-18   4.2687523000000004e-31   2.6408509000000000e-36   9.1892948999999993e-21   1.0732077999999999e-16   9.8661420000000003e-29   1.3822554999999999e-27   2.2274023999999999e-26   2.5982902000000002e-27   5.1769296000000000e-25   4.2980054999999998e-26   4.2757029000000003e-40   4.9876898000000001e-20   2.1322628000000001e-14   1.7024035999999999e-18   1.8342196000000000e-09   9.9999999999999996e-39   9.5000000998244094e-01   4.8703854070138997e-02   4.9516849000000003e-03   4.9347735000000000e-32   4.3055397999999997e+01   5.4167684999999999e+01   1.0000000000000001e-05   1.0000000000000001e-05   
