alt                      press                    temp                     density                  eddy                     O                        O2                       H2O                      H                        OH                       HO2                      H2O2                     H2                       CO                       HCO                      H2CO                     CH4                      CH3                      C2H6                     NO                       NO2                      HNO                      O3                       HNO3                     N                        C3H2                     C3H3                     CH3C2H                   CH2CCH2                  C3H5                     C2H5CHO                  C3H6                     C3H7                     C3H8                     C2H4OH                   C2H2OH                   C2H5                     C2H4                     CH                       CH3O2                    CH3O                     CH2CO                    CH3CO                    CH3CHO                   C2H2                     CH23                     C2H                      C2                       C2H3                     HCS                      CS2                      CS                       OCS                      S                        HS                       H2S                      SO3                      S2                       HSO                      H2SO4                    SO2                      SO                       S3                       S4                       CO2                      SO4AER                   S8AER                    HCAER                    HCAER2                   SO4AER_AERSOL            S8AER_AERSOL             HCAER_AERSOL             HCAER2_AERSOL            SO4AER_WFALL             S8AER_WFALL              HCAER_WFALL              HCAER2_WFALL             SO4AER_RPAR              S8AER_RPAR               HCAER_RPAR               HCAER2_RPAR              
2.0750000000000000e+01   3.3998582651404881e-02   1.8000000000000000e+02   1.3687030052900516e+18   4.8350000000000000e+03   3.5303026531781133e-10   5.1904678190424851e-09   3.5588495351113278e-08   2.8419992562687210e-11   4.1596959633490664e-15   1.9068805008661521e-12   1.2530120704101950e-12   1.3957006256582990e-04   1.6239860154984418e-04   1.5424049072530613e-12   1.1068373581141181e-10   3.4793027038936982e-03   8.5045687455850634e-14   4.5789111482916746e-06   8.6278347788696445e-12   6.3841342539317359e-13   1.5829803370939773e-14   2.2465631226327123e-12   7.5899597951351268e-16   5.8226950707368880e-16   6.3655215265573937e-22   9.9327398202624090e-22   3.6722221101659023e-17   4.8130630559673422e-18   1.2037924356514751e-21   3.6224855392192553e-13   2.9143589464772269e-20   4.8148209426959576e-16   4.8430616318719029e-10   7.8352081293785101e-20   3.5241000432127311e-21   3.7093638011849236e-15   3.7886812136547512e-15   4.9841182361127375e-29   4.1225126632756147e-14   1.3367906956425549e-12   4.4520910005404361e-18   7.0145503358038267e-15   7.0164233200386422e-13   1.0218605618215322e-15   3.1165058575315600e-21   7.2063820026079901e-27   7.0876011240730322e-28   2.4916634705789167e-20   2.6883358177459319e-25   6.1020284989121170e-28   6.4798978176036495e-25   1.9414566681514257e-13   2.9477541169780056e-14   1.8826986460941426e-16   2.3780807441430590e-16   1.6365518113400155e-13   2.1332380159586224e-20   6.0662967732693999e-15   6.0026214385637070e-13   8.0285014450809433e-11   5.5043357855503760e-12   1.4553792201654212e-25   1.5434870107520556e-30   1.9978910271325850e-02   7.1780057331153993e-10   4.2511046387813047e-13   1.2709360580968117e-08   3.8360603668923497e-11   8.3054102840354762e+00   2.8662560326585523e-02   2.1220652556805458e+01   5.5817587861019762e+00   9.3463394680276951e-03   7.9098614198332869e-03   8.8147295142527093e-04   8.3740172638137583e-04   1.5510290317904373e-05   1.0000000000000001e-05   2.9542086339760576e-05   7.2348181560596853e-06   
2.1250000000000000e+01   3.0992776510809197e-02   1.8000000000000000e+02   1.2476963168602737e+18   5.1000000000000000e+03   4.4676150751263199e-10   6.2219295243171439e-09   3.4641254705539131e-08   3.6309997516801793e-11   5.0692820226132499e-15   1.8948450657030628e-12   1.1043041760555671e-12   1.4309245907083854e-04   1.6693086575574431e-04   1.5094020161237356e-12   1.2275514114407786e-10   3.4770833032903995e-03   8.4444749909155972e-14   4.5530688646135460e-06   7.2698050316253767e-12   5.1233261662481791e-13   1.1410236631756762e-14   2.7498526759601018e-12   6.2117045325635521e-16   7.6085032196788193e-16   4.6311432633677497e-22   7.3697240135482893e-22   2.9249498856290975e-17   3.5746479544817696e-18   9.5874184465359124e-22   3.4895719995018833e-13   1.9319804873778084e-20   4.0538667803408356e-16   4.0822941456234564e-10   7.5296765862236939e-20   3.2966622862750028e-21   3.7917612590603196e-15   3.8590434418516371e-15   6.9042936871789136e-29   3.7982587131494752e-14   1.9174056679512825e-12   3.6624784995851540e-18   7.3222189463259737e-15   7.3332481177935969e-13   1.0384614065702663e-15   3.3957109434877781e-21   8.6831392946313283e-27   8.4629584390852587e-28   2.5439056561358460e-20   1.7280516426123520e-25   2.4455013930834465e-28   4.2043578612116801e-25   1.2263599349934373e-13   2.2204213325674928e-14   1.2196260068396613e-16   1.3287016250757720e-16   1.5461703853789117e-13   8.2273263722631654e-21   4.0316396955082641e-15   5.0338141973416543e-13   6.5209682236231045e-11   4.4158796663406006e-12   3.4827851499185281e-26   2.1513386132330522e-31   1.9976654517720079e-02   6.6763728146646577e-10   3.9110946369774327e-13   1.4030453265128045e-08   4.2329446349677719e-11   8.1592221916252914e+00   2.4038711411587036e-02   2.1355335911173707e+01   5.6325161516231761e+00   9.7028845838077575e-03   8.6544394403479680e-03   9.4189019904280082e-04   9.1700427145695741e-04   1.4727065655283469e-05   1.0000000000000001e-05   2.9542086339760576e-05   7.2271893830208507e-06   
2.1750000000000000e+01   2.8253122010942471e-02   1.8000000000000000e+02   1.1374042677513073e+18   5.4275000000000000e+03   5.6064892481848100e-10   7.4526676443892370e-09   3.3841467949463747e-08   4.6150514430225855e-11   6.1748981153964671e-15   1.9033698510721417e-12   9.9463573734868780e-13   1.4673256370530027e-04   1.7161604552999485e-04   1.4738536759301970e-12   1.3569324358021516e-10   3.4747877598481423e-03   8.4049870371409930e-14   4.5270911675836388e-06   6.0891074766271154e-12   4.0618359337362499e-13   8.4479660179118329e-15   3.3290777402815960e-12   5.0135889008286858e-16   9.7663956990878629e-16   3.3541871181548046e-22   5.4278361862879562e-22   2.3044424444465069e-17   2.6372618411016529e-18   7.5538596217257621e-22   3.3152475053744758e-13   1.2883855545930709e-20   3.3944774092878539e-16   3.4217962832485933e-10   7.2933865261630127e-20   3.0996298059130622e-21   3.8673518963727596e-15   3.9459510493703517e-15   9.5194760013960923e-29   3.5162497440271308e-14   2.7838629235442622e-12   3.0281780711179181e-18   7.5956397444624329e-15   7.6201619172889034e-13   1.0571038828475317e-15   3.7090045837135708e-21   1.0460902600131168e-26   1.0108235799552338e-27   2.6082621289833184e-20   1.1328049200877985e-25   1.0143375691291432e-28   2.7916102476988318e-25   7.8335261155790612e-14   1.6931026598671654e-14   8.1399684940481674e-17   7.6630083446577839e-17   1.4490748864363038e-13   3.3101099680812189e-21   2.7425559060629558e-15   4.2035206034728810e-13   5.3265363297759429e-11   3.5832626006346149e-12   8.7988658237732139e-27   3.2436584087552936e-32   1.9974322415239908e-02   6.2014369555417152e-10   3.5884427553850963e-13   1.5389015948621587e-08   4.6401156622311315e-11   8.1632463515500575e+00   2.0105961283783114e-02   2.1352636937386283e+01   5.7725875501154551e+00   1.0013903050376697e-02   9.4712150802590926e-03   1.0086090926908148e-03   1.0112555865939977e-03   1.3893853879778288e-05   1.0000000000000001e-05   2.9542086339760576e-05   7.1665609777167672e-06   
2.2250000000000000e+01   2.5756016348306036e-02   1.8000000000000000e+02   1.0368766645855892e+18   5.8000000000000000e+03   6.9707792434842238e-10   8.9188158144580545e-09   3.3212691071280250e-08   5.8329030805155549e-11   7.5183219384996874e-15   1.9339667386764558e-12   9.1696160517954012e-13   1.5046969798594836e-04   1.7642766252430530e-04   1.4365923011821457e-12   1.4939293206442613e-10   3.4724289733580596e-03   8.3906206294479675e-14   4.5011899606356332e-06   5.0824399428393493e-12   3.1910579253578942e-13   6.4663081266013461e-15   3.9829606703324284e-12   4.0032442167032709e-16   1.2304868078964521e-15   2.4221923993523076e-22   3.9759986037544837e-22   1.7992047966443825e-17   1.9365547062233916e-18   5.8987710336692397e-22   3.1084767743345566e-13   8.6700992841959858e-21   2.8312271523567743e-16   2.8566652059744915e-10   7.1209062413352313e-20   2.9333084286790474e-21   3.9355167977984978e-15   4.0490246852681500e-15   1.3062347074226957e-28   3.2782115364308150e-14   4.0407426644017310e-12   2.5214010305593454e-18   7.8328822113421600e-15   7.8760281111917646e-13   1.0788223361547378e-15   4.0634284312898868e-21   1.2608048710195562e-26   1.2084779324314146e-27   2.6889491229797515e-20   7.6103481230102408e-26   4.3975690034719601e-29   1.9068209390024944e-25   5.0799007523391254e-14   1.3118675554548437e-14   5.6236213214455823e-17   4.5885077818122234e-17   1.3480327148283489e-13   1.4031013698022840e-21   1.9180534938946732e-15   3.5006417387857867e-13   4.3857243767939458e-11   2.9520890803204003e-12   2.3794386342152105e-27   5.3754152701341294e-33   1.9971927090312532e-02   5.7620476800054769e-10   3.2849483704819915e-13   1.6777043044021602e-08   5.0546729864180293e-11   8.4040320710443144e+00   1.6778750442398849e-02   2.1278171501534182e+01   6.0040130821344393e+00   1.0243119268482441e-02   1.0367154675647212e-02   1.0801094984814719e-03   1.1228028476071680e-03   1.2993149347994303e-05   1.0000000000000001e-05   2.9515660438162991e-05   7.0568778739204705e-06   
2.2750000000000000e+01   2.3479953063368936e-02   1.8000000000000000e+02   9.4524770786509414e+17   6.1850000000000000e+03   8.5858597395738225e-10   1.0658236927229829e-08   3.2763436675930360e-08   7.3289216439012280e-11   9.1476961341270558e-15   1.9864604015439959e-12   8.6421390960348122e-13   1.5430234411605901e-04   1.8136390833875814e-04   1.3984210194790460e-12   1.6375141802142947e-10   3.4700077604835791e-03   8.4025439973147374e-14   4.4754332682603469e-06   4.2353617742810662e-12   2.4904640241887450e-13   5.1237080818502489e-15   4.7071475657073040e-12   3.1695923449588886e-16   1.5203339699196262e-15   1.7450321146298074e-22   2.8994812595562748e-22   1.3933942709900490e-17   1.4164164910959552e-18   4.5697112323758150e-22   2.8784727849668427e-13   5.8947106531577851e-21   2.3540437451583114e-16   2.3772047031915436e-10   7.0054202837542169e-20   2.7957419981920744e-21   3.9971849373202110e-15   4.1680561226495377e-15   1.7837911439080041e-28   3.0795651747292207e-14   5.8047844492081729e-12   2.1170615632530803e-18   8.0367233840182409e-15   8.1038483004868686e-13   1.1044115120368791e-15   4.4658097470455609e-21   1.5207631021886175e-26   1.4467016353349393e-27   2.7885488560165883e-20   5.2534053581804120e-26   2.0037609645280513e-29   1.3431742524394428e-25   3.3514804694335963e-14   1.0351311013538398e-14   4.0270475176644501e-17   2.8581628168972669e-17   1.2456045745468906e-13   6.2971220574846691e-22   1.3812528196164268e-15   2.9107852536429406e-13   3.6442281525701465e-11   2.4736021037928237e-12   6.9373685061190300e-28   9.8655219146055360e-34   1.9969469400070713e-02   5.3604974844355716e-10   3.0003532393019458e-13   1.8193827476533316e-08   5.4757963310432095e-11   8.7361165841263055e+00   1.3970822893037705e-02   2.1117998125884267e+01   6.3230137183205146e+00   1.0455337943545678e-02   1.1349897160116607e-02   1.1578593742425807e-03   1.2541263541897352e-03   1.2118449823553758e-05   1.0000000000000001e-05   2.9477371394230405e-05   6.9073164814184494e-06   
2.3250000000000000e+01   2.1405335564002613e-02   1.8000000000000000e+02   8.6172848486322918e+17   6.6000000000000000e+03   1.0481137480198588e-09   1.2707614154672368e-08   3.2493760561879189e-08   9.1546946348238428e-11   1.1117693600718704e-14   2.0591396675116667e-12   8.2993404277923124e-13   1.5823558250823962e-04   1.8643146010104735e-04   1.3600503424305167e-12   1.7867872932843393e-10   3.4675207732029786e-03   8.4391751528084077e-14   4.4498420866610208e-06   3.5298704737486592e-12   1.9355440679933102e-13   4.1855518450588080e-15   5.4940666159713255e-12   2.4934354539512956e-16   1.8408111131185689e-15   1.2544821194284621e-22   2.1061411390907929e-22   1.0711797286212822e-17   1.0323206124259043e-18   3.5145066868364241e-22   2.6350656582395202e-13   4.0490173408853882e-21   1.9520977688216842e-16   1.9728444963289702e-10   6.9396423257089259e-20   2.6832180909012976e-21   4.0549124055794907e-15   4.3035064013032229e-15   2.4246059880828503e-28   2.9121410587213667e-14   8.1834781241961597e-12   1.7938261149805053e-18   8.2143681835214054e-15   8.3106201484192688e-13   1.1343334751494193e-15   4.9225559312555885e-21   1.8357918629310022e-26   1.7342783058303406e-27   2.9080485371469957e-20   3.7301884934378113e-26   9.6204765171295071e-30   9.7626775081418608e-26   2.2525853661130335e-14   8.3280541272642140e-15   2.9860502623858861e-17   1.8505827866617482e-17   1.1444713752537443e-13   2.9972148782864126e-22   1.0238314252242338e-15   2.4196254155531133e-13   3.0578824297365813e-11   2.1090466877217958e-12   2.1872029360718926e-28   2.0103051234316359e-34   1.9966945984913585e-02   4.9952774983029804e-10   2.7338615445218247e-13   1.9641133192059519e-08   5.9031487989751227e-11   9.1983038645607760e+00   1.1605154617712683e-02   2.0929896710495100e+01   6.8303210449143368e+00   1.0638610741590381e-02   1.2427818768735105e-02   1.2406202108403990e-03   1.4147918501482785e-03   1.1262010347891570e-05   1.0000000000000001e-05   2.9408513217347743e-05   6.6930506363737461e-06   
2.3750000000000000e+01   1.9514307261875231e-02   1.8000000000000000e+02   7.8560013131542810e+17   7.0350000000000000e+03   1.2692763598296567e-09   1.5100886671406887e-08   3.2398758964325788e-08   1.1371271147818100e-10   1.3490269698731704e-14   2.1492532159880504e-12   8.0854962717731326e-13   1.6227280393687677e-04   1.9163479452221767e-04   1.3220349009321079e-12   1.9410693248869601e-10   3.4649657408104368e-03   8.4970643033494158e-14   4.4244476617351055e-06   2.9477633689251063e-12   1.5017720373440656e-13   3.4957727827617743e-15   6.3335182533936467e-12   1.9530410427752888e-16   2.1836542094228776e-15   9.0031086945197357e-23   1.5250299219397902e-22   8.1834233446915710e-18   7.5027248129635514e-19   2.6864291982170126e-22   2.3882346639078877e-13   2.8082252526087734e-21   1.6153665470311646e-16   1.6337336333097700e-10   6.9163454280157459e-20   2.5911389910756660e-21   4.1122436710683394e-15   4.4565012931845497e-15   3.2811469879399197e-28   2.7667635070487884e-14   1.1240594404693396e-11   1.5342075894364999e-18   8.3756493043190186e-15   8.5057501165817636e-13   1.1687398070870003e-15   5.4396356431059719e-21   2.2173270775956026e-26   2.0814070406701894e-27   3.0471716295903035e-20   2.7245163745948261e-26   4.8699527330194329e-30   7.3171352367562815e-26   1.5439174304402947e-14   6.8367336312673811e-15   2.2873368260208981e-17   1.2424209018876804e-17   1.0473046113166990e-13   1.5122152841490434e-22   7.7999299819905287e-16   2.0138568958724631e-13   2.5924905604858591e-11   1.8294191463099735e-12   7.4594726540060879e-29   4.5463242870336070e-35   1.9964354585109725e-02   4.6645233446398359e-10   2.4848363854890773e-13   2.1120063538249148e-08   6.3356937639708655e-11   9.7877900130471165e+00   9.6161960984248070e-03   2.0685216855632625e+01   7.6749385147864517e+00   1.0800110724121993e-02   1.3610103959579742e-02   1.3304621429407490e-03   1.6192454850026015e-03   1.0437571990040056e-05   1.0000000000000001e-05   2.9328869991164841e-05   6.3913612186881051e-06   
2.4250000000000000e+01   1.7790596839529813e-02   1.8000000000000000e+02   7.1620760223549978e+17   7.5000000000000000e+03   1.5264722865559782e-09   1.7871798029285934e-08   3.2470285099631933e-08   1.4051211620022335e-10   1.6336502965449550e-14   2.2540195323326951e-12   7.9573305677141129e-13   1.6641859887753176e-04   1.9697992416226016e-04   1.2847454340586255e-12   2.0999278380920169e-10   3.4623396392355261e-03   8.5721567320472611e-14   4.3992721341914331e-06   2.4709735830836572e-12   1.1660369910123915e-13   2.9552062629026299e-15   7.2143030079656873e-12   1.5262424604045224e-16   2.5387436041606678e-15   6.4558621762351488e-23   1.1019725329724300e-22   6.2225649838313964e-18   5.4434002951287948e-19   2.0440742601920993e-22   2.1463089046136170e-13   1.9650144996975044e-21   1.3345227994983539e-16   1.3506456524281979e-10   6.9285949122237973e-20   2.5149912623512018e-21   4.1723889099527048e-15   4.6281971355771120e-15   4.4221626560943651e-28   2.6357527999660330e-14   1.4964538536004977e-11   1.3242377812075688e-18   8.5297450143011058e-15   8.6979950530586856e-13   1.2075484666811542e-15   6.0229549344420880e-21   2.6785559115078078e-26   2.4998359216520130e-27   3.2049042071202840e-20   2.0451289351345316e-26   2.5958412197103495e-30   5.6463030390198201e-26   1.0794723462948038e-14   5.7268492145421937e-15   1.8046478504351750e-17   8.6204129869067061e-18   9.5611983259143507e-14   8.0695713067595862e-23   6.0949396146673721e-16   1.6806496281669868e-13   2.2213477922779896e-11   1.6133231145811002e-12   2.7460458792361589e-29   1.1372718150302580e-35   1.9961692178291919e-02   4.3601473206873105e-10   2.2525849594854346e-13   2.2632061626868964e-08   6.7714600767721485e-11   9.4403697752151654e+00   7.9473817089416240e-03   2.0412648256913943e+01   9.2998204284768757e+00   1.1344202232968767e-02   1.4906823149638643e-02   1.4270889097529455e-03   1.9025301824719333e-03   1.0000000000000001e-05   1.0000000000000001e-05   2.9230595587705198e-05   5.9434049067646128e-06   
2.4750000000000000e+01   1.6219377298325191e-02   1.8000000000000000e+02   6.5295399751711731e+17   7.9925000000000000e+03   1.8250990021044214e-09   2.1053875881587905e-08   3.2698606797366020e-08   1.7281310338699749e-10   1.9738005224670330e-14   2.3706781360831970e-12   7.8814611437167638e-13   1.7067631304563269e-04   2.0247124583954262e-04   1.2484002137421691e-12   2.2631413587296858e-10   3.4596402411873430e-03   8.6601340898740763e-14   4.3743438215815214e-06   2.0826856551013632e-12   9.0800010956970888e-14   2.5056190189158571e-15   8.1250885976126894e-12   1.1923284356693388e-16   2.8960055635849653e-15   4.6340084414247296e-23   7.9627785088730710e-23   4.7215559771043517e-18   3.9505832345742748e-19   1.5521903911118592e-22   1.9157792040024500e-13   1.3862714584112645e-21   1.1012617360855884e-16   1.1153300776181464e-10   6.9698531072208834e-20   2.4505750133698104e-21   4.2381312615744945e-15   4.8197594756423877e-15   5.9376641861201780e-28   2.5129975769314258e-14   1.9251416364927757e-11   1.1529896334280293e-18   8.6847479365938652e-15   8.8950898210418599e-13   1.2504885888793270e-15   6.6783780018174753e-21   3.2345185182371439e-26   3.0029604313579351e-27   3.3795876598636038e-20   1.5753609750428969e-26   1.4534660571195434e-30   4.4763901684574012e-26   7.6986688306839183e-15   4.8927680060639379e-15   1.4618803036746125e-17   6.1591288395280984e-18   8.7227071777401055e-14   4.5392322726315133e-23   4.8739703639893125e-16   1.4082216336507791e-13   1.9239147289064723e-11   1.4451898276454996e-12   1.0871167868343470e-29   3.1308815867385154e-36   1.9958956546594280e-02   4.0685703276602443e-10   2.0365021369942236e-13   2.4178086133829251e-08   7.2060338124580944e-11   7.9958509554311563e+00   6.5504543007293440e-03   2.0106013704604770e+01   1.2826201857979282e+01   1.2446490815989530e-02   1.6329017918832411e-02   1.5317112528429810e-03   2.3369953885437472e-03   1.0000000000000001e-05   1.0000000000000001e-05   2.9121200711508558e-05   5.2858320548314220e-06   
2.5250000000000000e+01   1.4787137558020150e-02   1.8000000000000000e+02   5.9529539283494976e+17   8.5000000000000000e+03   2.1715220435386029e-09   2.4685073842877128e-08   3.3073993664200677e-08   2.1164551283610923e-10   2.3789589947965526e-14   2.4971669463516082e-12   7.8356671436779249e-13   1.7505427835442044e-04   2.0811959825095159e-04   1.2130945181752458e-12   2.4306196143196817e-10   3.4568621549402596e-03   8.7572300893032956e-14   4.3496609677975811e-06   1.7673170573138287e-12   7.1032571200236992e-14   2.1168140502865011e-15   9.0558272980319086e-12   9.3267143791144920e-17   3.2468290399284942e-15   3.3407480383041807e-23   5.7740211397452369e-23   3.5891834277969308e-18   2.8778727116433660e-19   1.1809477628088375e-22   1.7005385745578293e-13   9.8548238843195405e-22   9.0801855489087490e-17   9.2024077284907644e-11   7.0340754099791172e-20   2.3944610868204532e-21   4.3111485205504917e-15   5.0318807297784428e-15   7.9451657028268725e-28   2.3947482436786443e-14   2.3922338264261887e-11   1.0120442188042920e-18   8.8460089854740988e-15   9.1021614273730791e-13   1.2971919050589200e-15   7.4122191825300200e-21   3.9023593139521931e-26   3.6060648470860597e-27   3.5693249360677152e-20   1.2428303253653372e-26   8.5192151164590644e-31   3.6371985964715245e-26   5.5967692514210767e-15   4.2591653762239321e-15   1.2121573985740961e-17   4.5157964847287704e-18   7.9623138423737780e-14   2.6804006131767192e-23   3.9795528340095022e-16   1.1857442749246260e-13   1.6840540924522350e-11   1.3135674228726609e-12   4.6044607127624365e-30   9.4208789933551070e-37   1.9956142262191282e-02   3.7836937203687611e-10   1.8357600910617221e-13   2.5760671940751302e-08   7.6402246759314366e-11   6.7512877442054453e+00   5.3833474591729776e-03   1.9741763566241428e+01   1.5726069379102578e+01   1.3656165523178982e-02   1.7888794398396753e-02   1.6467866190541449e-03   2.6415778263872321e-03   1.0000000000000001e-05   1.0000000000000001e-05   2.9016900547693889e-05   4.8830658252841159e-06   
2.5750000000000000e+01   1.3481565488590521e-02   1.8000000000000000e+02   5.4273613078061683e+17   8.9925000000000000e+03   2.5728034843879221e-09   2.8815769662288498e-08   3.3588834195806625e-08   2.5821187958836932e-10   2.8603472526611568e-14   2.6328558560633835e-12   7.8096401868023323e-13   1.7957227053745227e-04   2.1395062747508849e-04   1.1788417837839461e-12   2.6023450084592455e-10   3.4539927010132205e-03   8.8611164794612818e-14   4.3251610388662208e-06   1.5107647698146960e-12   5.5874626244606998e-14   1.7755723298348847e-15   9.9991194801443647e-12   7.3120573279165732e-17   3.5843773116973855e-15   2.4327140603156966e-23   4.2261676159883627e-23   2.7502386668507724e-18   2.1160623048537076e-19   9.0577174509040566e-23   1.5018208258782475e-13   7.0571710347180409e-22   7.4790014987928259e-17   7.5847792651840883e-11   7.1160603692646832e-20   2.3443710320735575e-21   4.3915312375709201e-15   5.2644242456542028e-15   1.0597632756097546e-27   2.2799928518522796e-14   2.8766201825181742e-11   8.9502850727257706e-19   9.0149729552737372e-15   9.3206019381034044e-13   1.3473187182836834e-15   8.2321384018421309e-21   4.7018549723193107e-26   4.3268180895445965e-27   3.7725629478055345e-20   1.0018657362874609e-26   5.2047280430081637e-31   3.0209899425095636e-26   4.1412628877597897e-15   3.7714780372880112e-15   1.0260072496121505e-17   3.3875938367334700e-18   7.2764419282776371e-14   1.6537944917271180e-23   3.3103781926268331e-16   1.0035154846337992e-13   1.4889198492232486e-11   1.2099517540494644e-12   2.0734075174221837e-30   3.0724922896837004e-37   1.9953236516313762e-02   3.5063331549647384e-10   1.6491614430015128e-13   2.7385947739261512e-08   8.0829005701240653e-11   5.6823893134476080e+00   4.4091601404592212e-03   1.9272875574204019e+01   1.6908815458655930e+01   1.4982947768408767e-02   1.9599425628331321e-02   1.7769887985886800e-03   2.7923078068537032e-03   1.0000000000000001e-05   1.0000000000000001e-05   2.8947191292773735e-05   4.7094192291644518e-06   
2.6250000000000000e+01   1.2291441354854391e-02   1.8000000000000000e+02   4.9482453119381606e+17   9.5000000000000000e+03   3.0369859377719634e-09   3.3506464896740300e-08   3.4237499093228788e-08   3.1392480974921849e-10   3.4311746366597618e-14   2.7776308249781300e-12   7.7979183546040950e-13   1.8425033113622129e-04   2.1999035124611343e-04   1.1456115045655754e-12   2.7783772340777466e-10   3.4510190100330977e-03   8.9701667631222485e-14   4.3007888494700627e-06   1.3014335918593247e-12   4.4219378967562404e-14   1.4769592758173585e-15   1.0949435305395969e-11   5.7498012842316302e-17   3.9047040849531659e-15   1.8086115232366463e-23   3.1561929170664622e-23   2.1478727180538152e-18   1.5870524804469737e-19   7.0811056432821002e-23   1.3199489297808337e-13   5.0920477167534855e-22   6.1519879173729963e-17   6.2432022134674738e-11   7.2114905117348217e-20   2.2986509377941956e-21   4.4789800509320581e-15   5.5171746785901277e-15   1.4094257680869575e-27   2.1685761072872528e-14   3.3573302045008306e-11   7.9712250140194312e-19   9.1919200824344576e-15   9.5507051205810822e-13   1.4005602530559012e-15   9.1469036078439863e-21   5.6557888322874461e-26   5.1856222114985769e-27   3.9878147158101220e-20   8.2341300065025501e-27   3.3006881448849028e-31   2.5587723272052603e-26   3.1140928930861911e-15   3.3915417176252486e-15   8.8443212618066401e-18   2.5936670782934328e-18   6.6597063129655456e-14   1.0615057750959724e-23   2.8001162563213736e-16   8.5366190046016615e-14   1.3288278992681402e-11   1.1281852830413123e-12   9.8667182488535058e-31   1.0773973877799059e-37   1.9950226303894664e-02   3.2371483394914183e-10   1.4757488237461832e-13   2.9059872301292315e-08   8.5397895351395323e-11   4.7675338564818590e+00   3.5972252528086884e-03   1.8772633702854630e+01   1.8164447530392987e+01   1.6436738315268901e-02   2.1475463743635598e-02   1.9201173597344682e-03   2.9514249182328485e-03   1.0000000000000001e-05   1.0000000000000001e-05   2.8881716873192756e-05   4.5412821896201752e-06   
2.6750000000000000e+01   1.1206540745521449e-02   1.8000000000000000e+02   4.5114898331406803e+17   1.0020000000000000e+04   3.5734477894924521e-09   3.8825784843089761e-08   3.5015076872130140e-08   3.8045631714733701e-10   4.1069919720232592e-14   2.9313983031190820e-12   7.7960386281922632e-13   1.8910154205265808e-04   2.2625581476065951e-04   1.1133420958758087e-12   2.9588996009064491e-10   3.4479326321546692e-03   9.0830443273608256e-14   4.2765327665776419e-06   1.1301759400956498e-12   3.5228666391092806e-14   1.2189789834699097e-15   1.1902501307456134e-11   4.5384237626023573e-17   4.2077059155225255e-15   1.3984104393038217e-23   2.4501709788078322e-23   1.7421032634269712e-18   1.2364902669209966e-19   5.7494787896374702e-23   1.1550595879784818e-13   3.7062182368683014e-22   5.0534816878629827e-17   5.1318763406585127e-11   7.3169365521561718e-20   2.2560087120722344e-21   4.5733906534774257e-15   5.7902690451046900e-15   1.8694701774412132e-27   2.0604036931548205e-14   3.8163526828681054e-11   7.1464939338148928e-19   9.3773459222496451e-15   9.7930132342804466e-13   1.4566423297041209e-15   1.0166230494218230e-20   6.7903962370653465e-26   6.2060297027468490e-27   4.2135182897466455e-20   6.8866179464102958e-27   2.1649785502293372e-31   2.2055242557309308e-26   2.3766166570123054e-15   3.0929310523712608e-15   7.7487944143352820e-18   2.0224327238355028e-18   6.1074241523405398e-14   7.0606498961364249e-24   2.4044582745154067e-16   7.3002259189870624e-14   1.1966200812541120e-11   1.0638543971718132e-12   4.9357955955074747e-31   4.0339362557533704e-38   1.9947103074960563e-02   2.9770710861854396e-10   1.3149868792728450e-13   3.0785914912757676e-08   9.0121618533721176e-11   3.9851858587254414e+00   2.9224384182042640e-03   1.8243529232883557e+01   1.9488437222334944e+01   1.8031952709009435e-02   2.3532862931244750e-02   2.0777624809891993e-03   3.1199589811982424e-03   1.0000000000000001e-05   1.0000000000000001e-05   2.8822888219783012e-05   4.3793575832610902e-06   
