alt                      press                    temp                     density                  eddy                     O                        O2                       H2O                      H                        OH                       HO2                      H2O2                     H2                       CO                       HCO                      H2CO                     CH4                      CH3                      C2H6                     NO                       NO2                      HNO                      O3                       HNO3                     N                        C3H2                     C3H3                     CH3C2H                   CH2CCH2                  C3H5                     C2H5CHO                  C3H6                     C3H7                     C3H8                     C2H4OH                   C2H2OH                   C2H5                     C2H4                     CH                       CH3O2                    CH3O                     CH2CO                    CH3CO                    CH3CHO                   C2H2                     CH23                     C2H                      C2                       C2H3                     HCS                      CS2                      CS                       OCS                      S                        HS                       H2S                      SO3                      S2                       HSO                      H2SO4                    SO2                      SO                       SO4AER                   S8AER                    HCAER                    HCAER2                   CO2                      N2                       SO4AER_AERSOL            S8AER_AERSOL             HCAER_AERSOL             HCAER2_AERSOL            SO4AER_WFALL             S8AER_WFALL              HCAER_WFALL              HCAER2_WFALL             SO4AER_RPAR              S8AER_RPAR               HCAER_RPAR               HCAER2_RPAR              
1.2250000000000000e+06   1.6777848533400022e-01   1.8125000000000000e+02   6.7046324000000000e+18   1.7000000000000000e+04   5.1195404999999999e-11   2.1852461000000000e-11   5.5505438000000000e-08   8.4318934000000004e-11   1.4768785000000000e-13   1.2183402000000001e-13   2.6166963000000001e-14   1.8596047000000001e-04   9.5548632999999996e-08   4.5211453000000001e-14   2.2998045000000000e-13   4.6613505000000001e-07   4.9749418999999996e-16   6.1016416999999997e-14   5.9764001000000003e-12   2.7078194000000001e-13   9.2925459000000005e-14   9.1934922000000006e-15   3.3594850000000003e-14   6.1173593000000000e-16   3.8459146999999998e-33   6.8892149999999998e-33   9.1758264999999994e-28   6.8201283000000002e-29   1.1509041999999999e-31   2.8727441999999998e-22   9.9705062999999996e-28   8.0142419000000001e-25   1.7856887000000000e-19   3.4905802999999998e-23   6.8615931999999999e-25   1.3555952999999999e-20   1.2594504999999999e-19   4.5573082000000000e-29   2.2988512999999999e-18   5.9704660000000000e-17   2.0934570000000001e-23   6.0228981000000001e-21   2.0257202999999999e-18   1.1252701000000000e-20   7.1925746000000006e-23   9.0070171999999994e-29   1.6862884000000000e-29   3.2363944000000000e-24   5.9723275000000000e-28   1.0168026000000000e-30   2.9178181999999999e-26   1.6709064000000000e-15   8.4010747999999998e-15   5.9731550999999998e-17   3.9234276000000003e-18   5.6303908000000004e-16   8.2835789000000000e-21   1.7695582000000001e-16   1.5730466000000001e-14   1.8443427000000000e-13   1.0737020000000000e-14   6.5681404000000004e-13   9.3808860000000008e-25   9.9382912000000005e-24   6.1390773000000001e-27   1.0000000000000000e-04   9.9971342217561765e-01   1.6315514000000000e-01   3.0982951999999999e-13   9.5390677999999991e-07   7.5423604999999995e-10   1.2822674000000000e-03   1.8063716000000000e-03   6.1702944000000000e-06   6.1702944000000000e-06   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.2750000000000000e+06   1.5311508717922381e-01   1.8000000000000000e+02   6.1611559000000000e+18   1.1690000000000000e+04   6.4823898000000003e-11   3.4043258000000000e-11   4.1461826000000002e-08   8.9310885999999994e-11   1.7517290000000001e-13   1.6365165000000001e-13   3.8136145000000002e-14   1.8595480000000000e-04   1.0335464000000001e-07   4.1483099000000001e-14   2.5999643000000000e-13   4.6560434000000001e-07   4.9619787000000005e-16   5.9058353000000003e-14   5.0143886000000000e-12   2.5607972999999999e-13   6.1655194000000006e-14   1.5920433000000001e-14   3.2687486000000002e-14   7.6574373000000001e-16   3.7486600999999998e-33   6.7094071999999994e-33   8.0506932000000001e-28   6.0883580999999999e-29   8.9944484000000000e-32   2.7704898999999999e-22   6.4737343999999998e-28   6.6753449999999997e-25   1.5277555000000000e-19   3.2916499000000000e-23   7.2059160999999997e-25   1.2269657000000000e-20   1.0642105999999999e-19   5.3978585999999997e-29   3.2251177999999999e-18   8.4059402999999998e-17   1.8426312999999999e-23   6.4632077000000001e-21   1.9181432000000001e-18   1.0564100000000000e-20   7.8054275000000006e-23   1.0251146000000000e-28   1.8982211000000000e-29   2.6258807999999998e-24   2.8221959000000000e-28   1.9214968000000000e-31   1.1825418000000000e-26   4.9908497000000001e-16   3.8747550000000000e-15   3.0728185999999997e-17   2.1601092000000001e-18   5.9180747000000001e-16   1.5487838999999999e-21   1.0329843000000000e-16   1.1832675000000000e-14   1.2806897000000000e-13   7.0931346000000001e-15   7.2322094999999996e-13   9.3185473000000006e-25   1.3953502000000001e-23   8.6193519999999995e-27   1.0000000000000000e-04   9.9971343458402107e-01   1.6256174000000001e-01   2.8282276999999999e-13   1.2307354000000000e-06   9.7311917999999991e-10   1.3955543999999999e-03   1.9562493999999999e-03   6.7651446999999998e-06   6.7651446999999998e-06   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.3250000000000000e+06   1.3969087458790141e-01   1.8000000000000000e+02   5.6209827000000000e+18   8.0000000000000000e+03   8.2737499000000001e-11   4.3047871000000001e-11   4.0658705999999999e-08   1.0977381000000000e-10   2.0954816999999999e-13   1.8676480000000000e-13   4.5170459999999998e-14   1.8594828000000001e-04   1.1322758999999999e-07   4.1371752999999998e-14   2.8763918000000000e-13   4.6476539000000000e-07   4.8383958999999996e-16   5.6316591000000002e-14   3.9582227000000000e-12   1.9957884000000000e-13   4.3428939999999999e-14   2.0013532000000000e-14   2.6124905000000000e-14   9.5188242999999995e-16   2.9041737999999999e-33   5.2104532000000003e-33   6.5300122000000004e-28   4.7282711000000002e-29   6.7196733000000003e-32   2.4771850000000000e-22   4.5146195999999999e-28   5.1501746000000001e-25   1.2295822999999999e-19   2.8324817000000002e-23   6.4134222000000003e-25   1.1098010000000000e-20   9.4483302999999999e-20   7.4193362999999996e-29   3.2018529000000001e-18   1.1788252999999999e-16   1.6382989000000001e-23   6.2171851000000002e-21   1.8046548000000001e-18   9.8045941000000007e-21   8.3389978999999997e-23   1.1021811000000000e-28   2.0303744000000000e-29   2.3857528000000002e-24   1.2602436999999999e-28   3.7931542000000000e-32   5.0746811999999998e-27   1.3633368999999999e-16   1.9906366000000002e-15   1.5696648000000001e-17   1.0445058000000000e-18   4.2622867000000002e-16   3.2074526000000000e-22   5.4474229999999997e-17   7.7675069000000004e-15   7.7865467000000002e-14   4.1436468000000000e-15   7.7727330999999995e-13   9.2209871999999997e-25   2.0345788000000001e-23   1.2567992000000001e-26   1.0000000000000000e-04   9.9971343282680936e-01   1.5741247999999999e-01   2.5532516999999998e-13   1.6372160999999999e-06   1.2945158999999999e-09   1.5170028000000000e-03   2.1178874999999999e-03   7.4141889000000001e-06   7.4141889000000001e-06   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.3750000000000000e+06   1.2744544934371679e-01   1.8000000000000000e+02   5.1282424000000000e+18   6.3150000000000000e+03   1.0392884000000000e-10   5.0564996000000000e-11   4.3689399000000000e-08   1.4027204000000001e-10   2.5207487999999999e-13   2.0287304000000001e-13   5.0087488000000002e-14   1.8594200000000000e-04   1.2445068999999999e-07   4.2090409000000002e-14   3.0865484999999998e-13   4.6352347000000000e-07   4.6523896000000003e-16   5.2764540999999997e-14   2.9149301000000000e-12   1.3852754000000001e-13   2.9963691999999997e-14   2.2407163999999999e-14   1.8611136999999999e-14   1.1424708000000001e-15   1.9881731999999999e-33   3.5774631999999997e-33   4.8928120000000002e-28   3.3531820000000000e-29   4.8379654000000001e-32   2.0318159000000000e-22   3.2470953999999999e-28   3.7020546000000001e-25   9.2139376000000004e-20   2.4149126000000000e-23   5.5298526999999998e-25   9.9661017999999996e-21   8.5944817999999999e-20   1.0422805999999999e-28   2.8282831000000000e-18   1.7624364999999999e-16   1.4891974000000001e-23   5.6709874000000000e-21   1.6717491999999999e-18   9.1225259000000001e-21   8.7838098999999994e-23   1.1823664000000001e-28   2.1683114999999999e-29   2.2394689000000002e-24   5.1078942000000003e-29   6.5506432000000004e-33   2.0910385000000002e-27   3.9522234000000003e-17   9.7877920000000005e-16   7.4938337000000000e-18   4.5265331000000000e-19   2.4467568000000000e-16   6.0458463999999997e-23   2.5824855000000001e-17   4.4251937999999997e-15   4.1281188000000003e-14   2.1382200999999998e-15   8.1170411999999998e-13   9.0790587999999992e-25   2.9878222000000000e-23   1.8456364000000000e-26   1.0000000000000000e-04   9.9971342603677948e-01   1.4964350000000001e-01   2.2935771000000002e-13   2.1935248000000000e-06   1.7343785999999999e-09   1.6453539999999999e-03   2.2954222000000002e-03   8.1254896999999999e-06   8.1254896999999999e-06   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.4250000000000000e+06   1.1627513768487061e-01   1.8000000000000000e+02   4.6787633000000000e+18   5.8000000000000000e+03   1.2659470000000000e-10   5.7703120999999997e-11   4.7674681000000003e-08   1.7882998000000001e-10   3.0416777999999998e-13   2.1664539000000000e-13   5.4836127999999999e-14   1.8593766000000000e-04   1.3510621000000001e-07   4.2563575999999997e-14   3.2579050000000000e-13   4.6193670000000001e-07   4.5435265999999999e-16   4.8845589000000000e-14   2.0709767999999999e-12   9.0282571000000005e-14   2.0419417000000001e-14   2.3553270999999999e-14   1.2491595000000001e-14   1.3090537000000000e-15   1.3299570000000001e-33   2.3990866000000000e-33   3.5865359000000001e-28   2.3800111000000000e-29   3.5875438000000002e-32   1.5688555999999999e-22   2.5274959000000002e-28   2.5830729000000002e-25   6.5775272000000001e-20   2.1255571000000000e-23   4.8900817999999997e-25   9.0649414000000005e-21   8.0294883999999996e-20   1.4828628000000000e-28   2.4780777999999998e-18   2.8364902000000001e-16   1.4169886000000000e-23   5.0899120000000002e-21   1.5520539999999999e-18   8.6669576999999999e-21   9.3959016000000001e-23   1.2903170000000001e-28   2.3565212000000001e-29   2.1793092999999998e-24   2.0451435000000000e-29   1.0938748000000000e-33   8.7598982999999996e-28   1.3553408000000000e-17   4.6707128999999998e-16   3.4810773999999997e-18   1.8796471000000000e-19   1.2608029999999999e-16   1.1067543000000000e-23   1.1667397000000000e-17   2.2935735000000001e-15   2.0118999000000001e-14   1.0399562999999999e-15   8.2518209000000004e-13   8.9014636999999996e-25   4.2148327000000001e-23   2.6035847999999998e-26   1.0000000000000000e-04   9.9971341725521934e-01   1.3872603000000000e-01   2.0516177999999999e-13   2.8231286000000001e-06   2.2321944000000001e-09   1.7853675999999999e-03   2.4903529999999998e-03   8.9050075000000008e-06   8.9050075000000008e-06   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.4750000000000000e+06   1.0608540381303480e-01   1.8000000000000000e+02   4.2687414000000000e+18   5.0800000000000000e+03   1.4959715999999999e-10   6.4660542999999996e-11   5.1984910000000003e-08   2.2592019999999999e-10   3.6838471000000001e-13   2.2900629999999999e-13   6.0235158000000005e-14   1.8593593000000000e-04   1.4446988000000001e-07   4.2554465000000003e-14   3.4013978000000002e-13   4.6001200000000000e-07   4.5272473000000002e-16   4.4802929999999999e-14   1.4535031000000000e-12   5.6893464000000005e-14   1.3985451000000001e-14   2.3620082999999999e-14   8.1445071000000000e-15   1.4142992000000001e-15   9.1865661000000002e-34   1.6605517000000001e-33   2.6974564000000000e-28   1.7685952000000000e-29   2.8001177999999999e-32   1.1556304000000000e-22   2.1334065999999999e-28   1.7715883000000001e-25   4.5220359000000001e-20   1.9431523000000000e-23   4.4781148999999997e-25   8.3826553999999998e-21   7.6943847000000003e-20   2.1336630999999998e-28   2.1987594999999999e-18   4.8008201000000004e-16   1.4124325000000000e-23   4.5399588000000002e-21   1.4518779000000001e-18   8.4272297000000001e-21   1.0253367999999999e-22   1.4366923000000001e-28   2.6138126999999999e-29   2.1932933000000001e-24   8.2876680999999997e-30   1.8347378000000000e-34   3.7943842000000000e-28   5.1517157999999999e-18   2.1911933000000000e-16   1.5990115999999999e-18   7.6461910000000005e-20   6.0882480000000000e-17   2.0244915999999999e-24   5.1343078000000004e-18   1.1106872000000000e-15   9.2450361000000007e-15   4.8868048000000000e-16   8.2398734999999999e-13   8.6911761000000008e-25   5.7141844999999997e-23   3.5297638000000001e-26   1.0000000000000000e-04   9.9971340715955337e-01   1.2631296000000000e-01   1.8276050999999999e-13   3.4919928999999998e-06   2.7610528000000002e-09   1.9391291000000000e-03   2.7043231999999999e-03   9.7592721999999998e-06   9.7592721999999998e-06   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.5250000000000000e+06   9.6790034758183208e-02   1.8000000000000000e+02   3.8947076000000000e+18   4.6000000000000000e+03   1.7249259999999999e-10   7.2361938999999998e-11   5.5491561000000001e-08   2.7986999999999999e-10   4.4433240000000001e-13   2.4187766000000002e-13   6.6720908999999999e-14   1.8593700999999999e-04   1.5271732000000000e-07   4.2011510000000002e-14   3.5268634000000001e-13   4.5766056999999999e-07   4.5868153000000001e-16   4.0679685000000003e-14   1.0159134000000000e-12   3.5424011999999999e-14   9.5650044000000006e-15   2.3309711999999999e-14   5.2306203999999997e-15   1.4265978000000000e-15   6.7658042000000002e-34   1.2248814999999999e-33   2.1258682000000001e-28   1.3932163000000000e-29   2.2954019000000001e-32   8.0753290000000003e-23   1.8976875999999999e-28   1.1806702000000000e-25   2.9777984000000003e-20   1.8149893999999999e-23   4.2090004000000003e-25   7.7979931000000007e-21   7.4196549000000006e-20   3.0667703000000001e-28   2.0169729000000002e-18   8.3396696999999997e-16   1.4458079000000000e-23   4.0361385000000002e-21   1.3578559000000000e-18   8.2898737999999996e-21   1.1376107000000001e-22   1.6143334000000000e-28   2.9263258999999998e-29   2.2358084999999999e-24   3.3270689999999998e-30   2.9380311000000002e-35   1.6364270999999999e-28   1.9627924999999999e-18   9.8216808999999997e-17   7.0621625000000001e-19   2.9991770999999998e-20   2.7864103000000003e-17   3.4793403000000000e-25   2.1652652000000001e-18   4.9867227999999996e-16   3.9853859999999998e-15   2.1965078000000001e-16   8.1316420000000004e-13   8.4413600000000001e-25   7.5593068000000000e-23   4.6695320000000001e-26   1.0000000000000000e-04   9.9971339659272596e-01   1.1339799000000000e-01   1.6195384000000000e-13   4.2147913000000001e-06   3.3325557999999998e-09   2.1095213000000002e-03   2.9391333000000001e-03   1.0695438000000000e-05   1.0695438000000000e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.5750000000000000e+06   8.8310407253972406e-02   1.8000000000000000e+02   3.5534982000000000e+18   4.2175000000000000e+03   1.9518740000000000e-10   8.1829846999999999e-11   5.7151825000000002e-08   3.3734933999999998e-10   5.2951091000000003e-13   2.5687655999999998e-13   7.4115164999999997e-14   1.8594082999999999e-04   1.6003544000000000e-07   4.0933405000000001e-14   3.6423021999999999e-13   4.5485236000000001e-07   4.7027680000000001e-16   3.6655718000000000e-14   7.1839501999999996e-13   2.2402070000000001e-14   6.5574368000000001e-15   2.3201498000000000e-14   3.3758916999999998e-15   1.3516521000000000e-15   5.3928837999999998e-34   9.7738292000000007e-34   1.7680113000000000e-28   1.1631797000000000e-29   1.9632443000000000e-32   5.3831674000000003e-23   1.7361822000000000e-28   7.6458956000000003e-26   1.8901617999999999e-20   1.7090085000000001e-23   4.0254098000000001e-25   7.2473368000000002e-21   7.1054051000000002e-20   4.3529250000000003e-28   1.9367061000000001e-18   1.4383305000000000e-15   1.4938558000000001e-23   3.5934173000000002e-21   1.2637927000000000e-18   8.1811479999999993e-21   1.2772361999999999e-22   1.8160660000000000e-28   3.2802090000000000e-29   2.2735848000000000e-24   1.3213474999999999e-30   4.4586004000000000e-36   6.9229103000000002e-29   7.2157405999999996e-19   4.1878220000000002e-17   2.9849416000000001e-19   1.1407792000000001e-20   1.2375478000000000e-17   5.5387715000000000e-26   8.7909853000000002e-19   2.0948557000000001e-16   1.6345088000000000e-15   9.5312754999999999e-17   7.9588761999999995e-13   8.1526372000000004e-25   9.7785290999999995e-23   6.0403891999999996e-26   1.0000000000000000e-04   9.9971338651313102e-01   1.0057095000000001e-01   1.4271124000000001e-13   4.9744936000000001e-06   3.9332381000000002e-09   2.2996047000000000e-03   3.1967567000000001e-03   1.1721341000000000e-05   1.1721341000000000e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.6250000000000000e+06   8.0574824197832393e-02   1.8000000000000000e+02   3.2422282000000000e+18   4.0000000000000000e+03   2.1792361000000001e-10   9.3328853000000006e-11   5.7280325999999999e-08   3.9770458000000001e-10   6.2316744000000002e-13   2.7389139000000002e-13   8.1997115000000000e-14   1.8594710000000001e-04   1.6676471999999999e-07   3.9511988000000002e-14   3.7474429000000000e-13   4.5157480000000001e-07   4.8527028000000004e-16   3.2909663999999999e-14   5.1968097999999996e-13   1.4562210999999999e-14   4.5575618000000003e-15   2.3322484999999999e-14   2.2153493000000001e-15   1.2242422999999999e-15   4.5785982000000001e-34   8.3043241000000005e-34   1.5353402999999999e-28   1.0134245000000000e-29   1.7298410000000000e-32   3.4578247000000001e-23   1.6129396000000001e-28   4.8342247000000000e-26   1.1671320000000000e-20   1.6127583999999999e-23   3.8850109999999999e-25   6.7234969000000000e-21   6.7558985999999995e-20   6.0985167000000000e-28   1.9232419999999998e-18   2.4127111999999999e-15   1.5477101000000001e-23   3.2060926000000000e-21   1.1712527000000000e-18   8.0787020000000004e-21   1.4431986999999999e-22   2.0401446000000001e-28   3.6722966999999999e-29   2.3009833000000001e-24   5.1981682999999996e-31   6.4856273999999998e-37   2.8757504000000003e-29   2.5538758999999999e-19   1.7188909000000000e-17   1.2189603000000000e-19   4.2454928000000002e-21   5.3740833000000001e-18   8.3036317999999998e-27   3.4692120000000002e-19   8.3558920000000006e-17   6.4709948000000000e-16   4.0319310000000002e-17   7.7412485000000001e-13   7.8282080999999999e-25   1.2386516000000001e-22   7.6513937000000002e-26   1.0000000000000000e-04   9.9971337656842740e-01   8.8381248999999995e-02   1.2502875000000001e-13   5.7492603999999997e-06   4.5458314999999999e-09   2.5109953999999999e-03   3.4793557999999998e-03   1.2845569000000000e-05   1.2845569000000000e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.6750000000000000e+06   7.3517895844084788e-02   1.8000000000000000e+02   2.9582664000000000e+18   3.9050000000000000e+03   2.4098077000000000e-10   1.0713576000000000e-10   5.6286043999999999e-08   4.6061473000000000e-10   7.2457803000000004e-13   2.9278567999999998e-13   8.9953116999999998e-14   1.8595533000000000e-04   1.7323711999999999e-07   3.7906924999999998e-14   3.8421327000000002e-13   4.4786681000000002e-07   5.0215104000000000e-16   2.9627754000000003e-14   3.8760251999999998e-13   9.8059892000000008e-15   3.2395982000000000e-15   2.3661400000000001e-14   1.4903346000000001e-15   1.0850605000000000e-15   4.0730934999999996e-34   7.3913852000000003e-34   1.3759638000000000e-28   9.1081066000000007e-30   1.5586417999999999e-32   2.1779321999999999e-23   1.5148358000000000e-28   3.0254621999999999e-26   7.1277953999999994e-21   1.5257727000000001e-23   3.7763040000000002e-25   6.2478720999999996e-21   6.4057279000000003e-20   8.4392277000000003e-28   1.9561916000000000e-18   3.8807585999999998e-15   1.6064959000000001e-23   2.8777353999999999e-21   1.0856333000000000e-18   7.9991462000000001e-21   1.6352853000000001e-22   2.2933291000000002e-28   4.1150207999999997e-29   2.3240346000000001e-24   2.0512371000000001e-31   9.3357286999999996e-38   1.1885531000000000e-29   8.8597556999999997e-20   6.9330533999999997e-18   4.9007584999999998e-20   1.5732674000000000e-21   2.3159990000000000e-18   1.2153130000000000e-27   1.3552214000000000e-19   3.2361335999999998e-17   2.5262853999999999e-16   1.6928559999999999e-17   7.4930535000000001e-13   7.4766544999999998e-25   1.5356557000000001e-22   9.4860461999999995e-26   1.0000000000000000e-04   9.9971336646855480e-01   7.7136199000000003e-02   1.0895535000000000e-13   6.5035484999999998e-06   5.1422328000000004e-09   2.7454483999999999e-03   3.7893001999999999e-03   1.4077526999999999e-05   1.4077526999999999e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.7250000000000000e+06   6.7079993066938792e-02   1.8000000000000000e+02   2.6992134000000000e+18   3.9000000000000000e+03   2.6461314000000001e-10   1.2351712000000000e-10   5.4578409999999999e-08   5.2615539000000001e-10   8.3320814999999998e-13   3.1335821000000000e-13   9.7626149000000002e-14   1.8596501000000000e-04   1.7976404999999999e-07   3.6243065000000002e-14   3.9258429000000000e-13   4.4377775999999999e-07   5.1986222000000002e-16   2.6936875000000001e-14   2.9879716000000001e-13   6.8516060000000000e-15   2.3642643999999999e-15   2.4179703000000001e-14   1.0304263999999999e-15   9.5937750000000008e-16   3.7553595999999998e-34   6.8173151000000004e-34   1.2639589000000001e-28   8.3957235000000000e-30   1.4324408000000000e-32   1.3725036999999999e-23   1.4391323999999999e-28   1.9075465000000000e-26   4.3893442000000000e-21   1.4523905000000001e-23   3.7029014000000000e-25   5.8476466000000003e-21   6.0967447999999996e-20   1.1550757000000001e-27   2.0217384999999999e-18   5.9491726999999999e-15   1.6746734999999999e-23   2.6117661999999998e-21   1.0125466000000001e-18   7.9783355999999998e-21   1.8537719999999999e-22   2.5911498999999998e-28   4.6366991000000000e-29   2.3554434000000001e-24   8.2391836999999997e-32   1.3766793999999999e-38   4.9663396000000002e-30   3.0778254999999999e-20   2.8061260000000001e-18   1.9779676999999999e-20   5.9088051000000004e-22   1.0053522000000001e-18   1.8038483999999999e-28   5.3384463999999999e-20   1.2433802000000000e-17   9.9250013000000006e-17   7.1828255000000007e-18   7.2242081999999999e-13   7.1070725000000004e-25   1.8652543000000000e-22   1.1522041999999999e-25   1.0000000000000000e-04   9.9971335595273114e-01   6.7074563000000004e-02   9.4500027000000003e-14   7.2076637999999996e-06   5.6989635000000002e-09   3.0033230000000000e-03   4.1291870000000003e-03   1.5427518000000000e-05   1.5427518000000000e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.7750000000000000e+06   6.1206730445505599e-02   1.8000000000000000e+02   2.4628808000000000e+18   3.8775000000000000e+03   2.8905678000000001e-10   1.4277691000000001e-10   5.2465693000000000e-08   5.9453606999999996e-10   9.4841843999999994e-13   3.3541783999999998e-13   1.0470490000000000e-13   1.8597585000000000e-04   1.8665363999999999e-07   3.4611292999999998e-14   3.9974701999999999e-13   4.3930814000000001e-07   5.3751520999999998e-16   2.4887765000000000e-14   2.3729482999999999e-13   4.9474590000000003e-15   1.7678606000000000e-15   2.4843664000000001e-14   7.2978999999999997e-16   8.5497585000000000e-16   3.5689760999999998e-34   6.4806013999999997e-34   1.1872750000000000e-28   7.9222104999999995e-30   1.3426313000000001e-32   8.8031162000000000e-24   1.3857894000000001e-28   1.2303575000000001e-26   2.7708652999999999e-21   1.3966239000000001e-23   3.6728088000000001e-25   5.5413595999999999e-21   5.8601821999999995e-20   1.5653183999999999e-27   2.1102202000000001e-18   8.7116887000000004e-15   1.7584786000000001e-23   2.4081470000000001e-21   9.5563185999999996e-19   8.0545948000000005e-21   2.0987415000000001e-22   2.9566772000000001e-28   5.2792297999999997e-29   2.4088207999999999e-24   3.3902030999999997e-32   2.1149542000000001e-39   2.1138395999999999e-30   1.0840417000000000e-20   1.1524209000000001e-18   8.0942904999999996e-21   2.2677700000000001e-22   4.4236238999999995e-19   2.7683122000000002e-29   2.1399868000000000e-20   4.7927876999999996e-18   3.9642741000000002e-17   3.1068552000000001e-18   6.9388665999999995e-13   6.7236839999999997e-25   2.2276898999999998e-22   1.3760877999999999e-25   1.0000000000000000e-04   9.9971334469333584e-01   5.8127658999999998e-02   8.1574544000000002e-14   7.8544790000000000e-06   6.2103881000000003e-09   3.2868081000000000e-03   4.5018619000000001e-03   1.6906830000000001e-05   1.6906830000000001e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.8250000000000000e+06   5.5848508992849599e-02   1.8000000000000000e+02   2.2472728000000000e+18   3.9000000000000000e+03   3.1452581000000000e-10   1.6528137000000000e-10   5.0151753999999999e-08   6.6598504000000002e-10   1.0695387000000000e-12   3.5882170999999999e-13   1.1094489000000000e-13   1.8598766000000000e-04   1.9415016000000000e-07   3.3063566000000002e-14   4.0561083999999998e-13   4.3443822000000002e-07   5.5442621000000001e-16   2.3515167999999999e-14   1.9330188000000001e-13   3.6738528999999998e-15   1.3497330000000000e-15   2.5630127999999999e-14   5.2717788000000001e-16   7.7148772999999995e-16   3.4945069000000002e-34   6.3464220000000001e-34   1.1423430000000001e-28   7.6641595999999997e-30   1.2866332000000001e-32   5.8517356000000000e-24   1.3574967000000000e-28   8.2563850999999995e-27   1.8248592000000000e-21   1.3635043000000001e-23   3.7005568000000000e-25   5.3473403000000002e-21   5.7247993000000002e-20   2.1020742000000001e-27   2.2149847000000001e-18   1.2241085000000000e-14   1.8668917000000001e-23   2.2678609999999999e-21   9.1817374000000008e-19   8.2764822999999994e-21   2.3702927999999999e-22   3.4260809000000002e-28   6.1080210000000004e-29   2.5007297000000000e-24   1.4327867000000000e-32   3.4123447000000001e-40   9.1969122999999999e-31   3.8991213999999998e-21   4.8307107000000004e-19   3.3758460999999999e-21   8.9271122999999998e-23   1.9782595000000000e-19   4.4363906000000000e-30   8.7694844000000004e-21   1.8645388000000001e-18   1.6183093000000000e-17   1.3757190999999999e-18   6.6389246999999998e-13   6.3291139000000001e-25   2.6248149000000000e-22   1.6213996000000001e-25   1.0000000000000000e-04   9.9971333245117033e-01   5.0161878000000000e-02   7.0065249000000002e-14   8.4444955999999995e-06   6.6769029999999997e-09   3.5992445999999999e-03   4.9104429999999996e-03   1.8527828999999998e-05   1.8527828999999998e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.8750000000000000e+06   5.0960091192226199e-02   1.8000000000000000e+02   2.0505691000000000e+18   3.9625000000000000e+03   3.4118483000000001e-10   1.9143724999999999e-10   4.7785031000000001e-08   7.4090999999999998e-10   1.1963917000000001e-12   3.8345658999999998e-13   1.1623096000000000e-13   1.8600027999999999e-04   2.0236381000000000e-07   3.1614926000000000e-14   4.1017862000000000e-13   4.2918758999999999e-07   5.7028653999999998e-16   2.2866749000000000e-14   1.6117618000000001e-13   2.7975040999999999e-15   1.0509877000000000e-15   2.6512490999999998e-14   3.8768575000000002e-16   7.0688317999999998e-16   3.5379616000000002e-34   6.4259593999999998e-34   1.1319342999999999e-28   7.6361983999999996e-30   1.2666640000000000e-32   4.1271013000000004e-24   1.3602309000000001e-28   5.8962924000000002e-27   1.2826082999999999e-21   1.3601699000000001e-23   3.8086615000000000e-25   5.2891490000000000e-21   5.7239916999999995e-20   2.8010202000000001e-27   2.3312479000000000e-18   1.6551405999999999e-14   2.0133456000000000e-23   2.1943414000000001e-21   9.0408680000000000e-19   8.7099536999999997e-21   2.6694972000000002e-22   4.0566519999999996e-28   7.2264453000000005e-29   2.6532750000000000e-24   6.2609781000000003e-33   5.8703205999999997e-41   4.1216448000000000e-31   1.4461243000000001e-21   2.0851918000000000e-19   1.4471572000000001e-21   3.6300025000000002e-23   9.0505150000000004e-20   7.5479015999999997e-31   3.7025376000000004e-21   7.3881136999999996e-19   6.8072235000000003e-18   6.2829809000000002e-19   6.3283626000000000e-13   5.9292048000000004e-25   3.0552423000000001e-22   1.8872830999999999e-25   1.0000000000000000e-04   9.9971331910703354e-01   4.3121764000000000e-02   5.9892830000000006e-14   8.9689028999999997e-06   7.0915419000000003e-09   3.9433322999999996e-03   5.3583474000000004e-03   2.0304058999999999e-05   2.0304058999999999e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
