alt                      press                    temp                     density                  eddy                     O                        O2                       H2O                      H                        OH                       HO2                      H2O2                     H2                       CO                       HCO                      H2CO                     CH4                      CH3                      C2H6                     NO                       NO2                      HNO                      O3                       HNO3                     N                        C3H2                     C3H3                     CH3C2H                   CH2CCH2                  C3H5                     C2H5CHO                  C3H6                     C3H7                     C3H8                     C2H4OH                   C2H2OH                   C2H5                     C2H4                     CH                       CH3O2                    CH3O                     CH2CO                    CH3CO                    CH3CHO                   C2H2                     CH23                     C2H                      C2                       C2H3                     HCS                      CS2                      CS                       OCS                      S                        HS                       H2S                      SO3                      S2                       HSO                      H2SO4                    SO2                      SO                       C2H6S2                   C2H6S                    CH3S                     CH3SH                    SO4AER                   S8AER                    HCAER                    HCAER2                   CO2                      N2                       SO4AER_AERSOL            S8AER_AERSOL             HCAER_AERSOL             HCAER2_AERSOL            SO4AER_WFALL             S8AER_WFALL              HCAER_WFALL              HCAER2_WFALL             SO4AER_RPAR              S8AER_RPAR               HCAER_RPAR               HCAER2_RPAR              
2.5750000000000000e+06   2.9482607879746096e-02   2.3454364000000001e+02   9.1045598000000000e+17   8.9925000000000000e+03   8.1120720000000002e-11   1.2216277000000000e-12   1.7439914999999999e-04   6.7456032999999997e-11   1.5948069000000001e-14   1.0692619000000000e-14   8.4381183000000000e-18   4.1497677999999998e-04   1.5504393000000000e-04   2.1311716000000001e-11   9.6578398999999994e-10   1.9505297999999999e-03   6.7212918999999998e-12   1.7081053000000000e-06   2.1488579000000002e-12   1.3220297999999999e-14   2.5265174000000000e-14   1.4230004000000000e-17   7.6064971999999995e-18   2.4497022999999999e-15   4.9937747999999996e-19   2.3723181000000002e-18   1.4006643000000000e-15   3.4908159000000000e-17   3.2977045000000001e-19   4.5595590000000000e-09   1.3784773000000000e-16   1.1814556000000001e-14   8.6277971000000004e-10   5.6554826000000003e-17   2.2420989999999999e-20   2.4353121000000000e-13   1.8487977999999999e-12   4.6386534999999997e-25   0.0000000000000000e+00   1.7315357000000000e-11   2.5383507000000001e-14   1.6928800000000001e-13   3.8840041999999997e-11   6.5341423999999997e-15   9.2716919000000002e-18   6.1792133000000000e-24   0.0000000000000000e+00   3.5608201999999999e-18   7.0081526000000006e-20   1.4889467999999999e-19   8.0379131000000004e-19   7.8485312999999994e-11   7.3455336999999994e-12   2.6102278999999999e-12   6.2893138999999998e-12   4.3960431999999998e-19   8.0581266999999996e-13   6.0956805999999997e-12   1.2955000000000000e-16   2.1414104000000001e-12   5.3175007999999998e-11   1.4672872000000000e-13   9.7752367000000009e-19   1.3755730999999999e-12   1.0462903000000001e-11   2.6751937999999999e-13   1.3803060000000000e-10   1.7910783000000001e-16   9.9999999999999996e-39   2.0000000439340297e-02   9.7730333486149479e-01   7.6588652999999996e-03   6.1906790999999997e+00   2.3344939000000000e+00   1.6683538000000000e-22   6.7698545000000002e-03   9.0231462999999998e-03   3.5032091000000002e-05   3.5032091000000002e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.6250000000000000e+06   2.7461415236754171e-02   2.3394233000000000e+02   8.5021903000000000e+17   9.5000000000000000e+03   9.7784569000000005e-11   1.6149965000000001e-12   1.7144386000000000e-04   8.1715865000000001e-11   1.8035140999999999e-14   1.1573873000000000e-14   9.3339973999999998e-18   4.2214953000000002e-04   1.5686865000000001e-04   2.0581197999999998e-11   9.9370963000000008e-10   1.9482185000000000e-03   6.4979330000000001e-12   1.6690830999999999e-06   1.7492639000000000e-12   1.0678799000000000e-14   1.6543713999999998e-14   1.9415062000000001e-17   6.1381156999999999e-18   2.9976773999999999e-15   3.0969711000000001e-19   1.4830787000000000e-18   9.8667342000000009e-16   2.4452535999999999e-17   2.2890682999999998e-19   4.4224218000000003e-09   9.7186205999999995e-17   9.8801532000000004e-15   7.4174902000000003e-10   4.3651464999999999e-17   1.3441391000000000e-20   2.3023432999999998e-13   1.5466807000000000e-12   5.7999978000000002e-25   0.0000000000000000e+00   1.7653691000000000e-11   2.0191036000000000e-14   1.6171323000000001e-13   3.6849317000000001e-11   4.2877369000000003e-15   9.6029707999999999e-18   4.6855332000000002e-24   0.0000000000000000e+00   2.3949306000000000e-18   7.0455235999999996e-20   1.5183975999999999e-19   8.0265376999999999e-19   7.8173636000000005e-11   8.5017280000000004e-12   2.3244163000000002e-12   5.1054186999999999e-12   5.5839728999999998e-19   6.9517549000000001e-13   5.3383572000000003e-12   1.5091961999999999e-16   2.4027262000000000e-12   5.6888073000000002e-11   1.0600205000000000e-13   3.1173795000000002e-19   1.2864276000000000e-12   7.5209105999999992e-12   2.5756204000000000e-13   1.3126229000000001e-10   1.8803653000000000e-16   9.9999999999999996e-39   2.0000000470467003e-02   9.7729964318220863e-01   6.8756182000000001e-03   5.4976203999999997e+00   2.2887179000000000e+00   1.5579733999999999e-22   7.2609110000000001e-03   9.6724788000000003e-03   3.7600652999999999e-05   3.7600652999999999e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.6750000000000000e+06   2.5574589327211648e-02   2.3339063999999999e+02   7.9367363000000000e+17   1.0020000000000000e+04   1.1791460000000000e-10   2.1434131999999999e-12   1.6848349999999999e-04   9.9043465999999999e-11   2.0383450000000001e-14   1.2559519000000000e-14   1.0346018000000001e-17   4.2935603999999999e-04   1.5872331999999999e-04   1.9843349000000000e-11   1.0284176999999999e-09   1.9458889999999999e-03   6.2757104000000004e-12   1.6304541000000000e-06   1.4163883000000000e-12   8.5404975999999995e-15   1.0748126000000000e-14   2.6508198000000000e-17   4.8945055000000000e-18   3.6348663999999997e-15   1.9042357000000001e-19   9.1889533999999994e-19   6.8797613999999999e-16   1.6985358000000001e-17   1.5741390000000000e-19   4.2843012999999998e-09   6.7927347000000001e-17   8.2219734999999999e-15   6.3342865999999998e-10   3.3919711999999997e-17   7.9312918000000001e-21   2.1716278000000001e-13   1.3049662000000001e-12   7.2560601000000004e-25   0.0000000000000000e+00   1.7972253999999999e-11   1.5926501000000000e-14   1.5377566000000000e-13   3.4863974999999997e-11   2.7760139000000000e-15   9.9426761000000001e-18   3.5183640000000000e-24   0.0000000000000000e+00   1.5766598999999999e-18   7.0165949000000001e-20   1.5180834000000000e-19   7.9538649999999997e-19   7.7371921999999998e-11   9.7682817000000006e-12   2.0435571000000002e-12   4.0955144000000003e-12   7.0245769000000004e-19   5.8782078999999998e-13   4.6086799999999997e-12   1.7400820000000000e-16   2.6677569000000002e-12   6.0225582999999998e-11   7.5649140999999995e-14   9.6577745000000006e-20   1.1961010000000001e-12   5.3220060000000004e-12   2.4782245999999998e-13   1.2471396000000001e-10   1.9709413000000001e-16   9.9999999999999996e-39   2.0000000503985500e-02   9.7729591064160914e-01   6.1644189000000004e-03   4.8759695000000001e+00   2.2394164000000001e+00   1.4543575000000001e-22   7.7905700999999997e-03   1.0371326000000000e-02   4.0365184999999997e-05   4.0365184999999997e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.7250000000000000e+06   2.3814075651627620e-02   2.3295370000000000e+02   7.4042459000000000e+17   1.0600000000000000e+04   1.4177046000000000e-10   2.8303016999999999e-12   1.6551951000000001e-04   1.1998138000000000e-10   2.3028419000000001e-14   1.3590455000000000e-14   1.1400933000000000e-17   4.3659374000000001e-04   1.6060810000000000e-04   1.9134173999999999e-11   1.0717452000000001e-09   1.9435415000000000e-03   6.0868223000000002e-12   1.5923000999999999e-06   1.1422977000000000e-12   6.7492439000000001e-15   6.9639545999999998e-15   3.5733185999999998e-17   3.8457391000000001e-18   4.3674019000000004e-15   1.1744913999999999e-19   5.7089201000000002e-19   4.7924484999999999e-16   1.1821386000000000e-17   1.0844678999999999e-19   4.1462321999999999e-09   4.7558832000000000e-17   6.8303459000000002e-15   5.3786334000000003e-10   2.6781956000000001e-17   4.6511074000000000e-21   2.0524248000000000e-13   1.1194572000000000e-12   9.1260390000000001e-25   0.0000000000000000e+00   1.8269740000000000e-11   1.2590987000000000e-14   1.4597415000000001e-13   3.3025846000000001e-11   1.7889934000000001e-15   1.0347663000000000e-17   2.6411606000000000e-24   0.0000000000000000e+00   1.0272970000000000e-18   6.9641365000000003e-20   1.4982277000000000e-19   7.8783699000000002e-19   7.6168613999999995e-11   1.1136040000000000e-11   1.7812115000000001e-12   3.2673989000000002e-12   8.7021597000000004e-19   4.9055192000000002e-13   3.9296928000000000e-12   1.9739583000000000e-16   2.9213386999999998e-12   6.3122490000000000e-11   5.3891623000000002e-14   2.9017515000000002e-20   1.1109219000000000e-12   3.7410434000000003e-12   2.3830335000000002e-13   1.1839191000000000e-10   2.0628075000000001e-16   9.9999999999999996e-39   2.0000000270115285e-02   9.7729213819380190e-01   5.5137594999999998e-03   4.3182403000000003e+00   2.1865467000000001e+00   1.3567818999999999e-22   8.3643728000000004e-03   1.1123559999999999e-02   4.3341184000000001e-05   4.3341184000000001e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.7750000000000000e+06   2.2172514938714513e-02   2.3265887000000001e+02   6.9025897000000000e+17   1.1307500000000000e+04   1.6956742000000000e-10   3.6904389000000003e-12   1.6256748000000000e-04   1.4517046000000001e-10   2.6012364000000001e-14   1.4587252000000000e-14   1.2398627000000000e-17   4.4382523999999998e-04   1.6251387000000000e-04   1.8470800999999999e-11   1.1250945999999999e-09   1.9411879999999999e-03   5.9466025000000004e-12   1.5548703999999999e-06   9.2019088000000008e-13   5.2751240999999997e-15   4.5231481999999997e-15   4.7070562000000000e-17   2.9772379000000001e-18   5.1960313999999999e-15   7.3299072999999999e-20   3.5876019000000002e-19   3.3720377000000000e-16   8.3088677999999999e-18   7.5741771000000001e-20   4.0098023999999999e-09   3.3612976000000001e-17   5.6804499000000003e-15   4.5503754000000001e-10   2.1614740999999999e-17   2.7487283000000000e-21   1.9489841999999999e-13   9.8138404999999992e-13   1.1567813000000000e-24   0.0000000000000000e+00   1.8544444000000001e-11   1.0055393000000000e-14   1.3870650000000000e-13   3.1429423999999999e-11   1.1627987999999999e-15   1.0858101000000000e-17   2.0023002000000001e-24   0.0000000000000000e+00   6.7275164000000004e-19   6.9172050999999999e-20   1.4683600999999999e-19   7.8407088000000004e-19   7.4677570999999995e-11   1.2600176000000000e-11   1.5452545000000001e-12   2.6069921000000000e-12   1.0580258000000000e-18   4.0669193000000000e-13   3.3171822999999999e-12   2.1953531000000000e-16   3.1502029000000001e-12   6.5559634999999994e-11   3.8765021000000002e-14   8.4775725999999998e-21   1.0362275999999999e-12   2.6374045999999999e-12   2.2905077000000002e-13   1.1232876000000000e-10   2.1555181999999999e-16   9.9999999999999996e-39   1.9999999420507349e-02   9.7728834485389604e-01   4.9195117000000003e-03   3.8195041000000001e+00   2.1300165000000000e+00   1.2648565000000000e-22   8.9868236000000008e-03   1.1933042000000000e-02   4.6544003000000002e-05   4.6544003000000002e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.8250000000000000e+06   2.0643940526067203e-02   2.3282717000000000e+02   6.4220792000000000e+17   1.2000000000000000e+04   1.9909822999999999e-10   4.6425696999999999e-12   1.5962878000000001e-04   1.7464964000000001e-10   2.9388023999999998e-14   1.5408183000000000e-14   1.3158277000000001e-17   4.5104748000000003e-04   1.6444020000000000e-04   1.7991651000000001e-11   1.1983292000000001e-09   1.9388293999999999e-03   5.9902287999999997e-12   1.5182177000000000e-06   7.4218014999999996e-13   4.0323069000000000e-15   2.9992857999999998e-15   5.8129123000000003e-17   2.2406418000000001e-18   6.1184763999999998e-15   4.8576221000000002e-20   2.3932208000000001e-19   2.4600500999999999e-16   6.1538184000000001e-18   5.5547484000000005e-20   3.8758149000000000e-09   2.5043676999999999e-17   4.7874543000000001e-15   3.8408971000000002e-10   1.8340232000000000e-17   1.6748072000000000e-21   1.8926344000000001e-13   9.0054371000000002e-13   1.5107714999999999e-24   0.0000000000000000e+00   1.8796931999999999e-11   8.4692681000000000e-15   1.3316410000000000e-13   3.0478002999999998e-11   7.7773886000000000e-16   1.1775049000000000e-17   1.5797082000000000e-24   0.0000000000000000e+00   4.5539143000000003e-19   7.0480816999999998e-20   1.4668104000000000e-19   8.0708372000000001e-19   7.3089796999999996e-11   1.4092531000000001e-11   1.3522156000000000e-12   2.1268920000000000e-12   1.2321673000000001e-18   3.4233663000000000e-13   2.7841025000000001e-12   2.3344076000000001e-16   3.2945050999999999e-12   6.7468576000000006e-11   2.9047471000000001e-14   2.4103329000000000e-21   9.8407331999999992e-13   1.9180985000000000e-12   2.2006583000000000e-13   1.0652650000000000e-10   2.2490598000000002e-16   9.9999999999999996e-39   1.9999999377148758e-02   9.7728453035900342e-01   4.3647373000000001e-03   3.3700573999999999e+00   2.0677398000000000e+00   1.1768060000000000e-22   9.6690327000000000e-03   1.2804439000000001e-02   4.9992966000000001e-05   4.9992966000000001e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.8750000000000000e+06   1.9222302238425158e-02   2.3311424000000000e+02   5.9724609000000000e+17   1.2507500000000000e+04   2.3206671000000001e-10   5.7601792999999998e-12   1.5666616999999999e-04   2.0964319000000001e-10   3.3191718000000002e-14   1.6145248000000000e-14   1.3820824000000000e-17   4.5835175000000000e-04   1.6641160999999999e-04   1.7548262999999999e-11   1.2818150999999999e-09   1.9364355000000000e-03   6.0822019999999996e-12   1.4819124000000000e-06   5.9914919999999997e-13   3.0541658000000001e-15   2.0008632000000001e-15   6.9992716000000003e-17   1.6646826000000000e-18   7.1047104000000002e-15   3.2649797999999998e-20   1.6186002000000000e-19   1.8180694000000000e-16   4.6099501999999999e-18   4.1398747000000001e-20   3.7432600000000002e-09   1.8863244000000000e-17   4.0321560000000004e-15   3.2285899000000001e-10   1.5868997999999999e-17   1.0394103000000001e-21   1.8478397000000000e-13   8.4179308999999998e-13   1.9864966000000001e-24   0.0000000000000000e+00   1.9032781000000001e-11   7.2365687000000002e-15   1.2803361000000000e-13   2.9707566999999998e-11   5.2959633000000004e-16   1.2877815999999999e-17   1.2617709000000000e-24   0.0000000000000000e+00   3.1368506000000002e-19   7.2160904999999998e-20   1.4685539000000001e-19   8.3877014999999997e-19   7.1378518000000001e-11   1.5683824999999999e-11   1.1858649000000000e-12   1.7478066000000001e-12   1.4085284000000000e-18   2.8963062000000001e-13   2.3269980000000001e-12   2.4342729999999999e-16   3.3993908000000002e-12   6.9039901999999997e-11   2.2092956000000001e-14   6.6142610999999996e-22   9.4047708999999990e-13   1.4121886000000001e-12   2.1123810999999999e-13   1.0091385000000000e-10   2.3446565999999998e-16   9.9999999999999996e-39   2.0000000334870337e-02   9.7728064658457503e-01   3.8661679000000001e-03   2.9689852999999999e+00   2.0047111000000002e+00   1.0944162000000001e-22   1.0404600000000000e-02   1.3739918000000000e-02   5.3695725999999999e-05   5.3695725999999999e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.9250000000000000e+06   1.7900302794615214e-02   2.3338918000000001e+02   5.5551575000000000e+17   1.3000000000000000e+04   2.6983821000000001e-10   7.1410014999999996e-12   1.5364820000000000e-04   2.5143287999999999e-10   3.7465778000000000e-14   1.6908098999999999e-14   1.4539247000000001e-17   4.6581569999999998e-04   1.6844964999999999e-04   1.7086381000000001e-11   1.3697735000000000e-09   1.9339805000000000e-03   6.1692647000000002e-12   1.4456150999999999e-06   4.8411452999999997e-13   2.3052244000000000e-15   1.3352276000000000e-15   8.3844352000000005e-17   1.2323059999999999e-18   8.1117826000000006e-15   2.1774229999999999e-20   1.0858227000000001e-19   1.3285276000000000e-16   3.4240184999999999e-18   3.0492359999999999e-20   3.6114172999999999e-09   1.4087642000000000e-17   3.3700612999999999e-15   2.6958307999999998e-10   1.3796465000000001e-17   6.4249641999999997e-22   1.8013571999999999e-13   7.9101568999999995e-13   2.6062973000000001e-24   0.0000000000000000e+00   1.9256653000000000e-11   6.1615330000000000e-15   1.2259872999999999e-13   2.8882155999999999e-11   3.5927650999999998e-16   1.4067480999999999e-17   9.9714340000000004e-25   0.0000000000000000e+00   2.1464998000000001e-19   7.3645853999999999e-20   1.4627297999999999e-19   8.7119117000000001e-19   6.9490662000000005e-11   1.7418248000000000e-11   1.0393130999999999e-12   1.4356726000000000e-12   1.5987877999999999e-18   2.4512347000000001e-13   1.9385723000000000e-12   2.5199737999999998e-16   3.4887915000000002e-12   7.0393503000000001e-11   1.6665501999999999e-14   1.7367276999999999e-22   8.9473866999999998e-13   1.0366979000000000e-12   2.0248377999999999e-13   9.5435960000000003e-11   2.4433892999999999e-16   9.9999999999999996e-39   2.0000000000000000e-02   9.7727665421962850e-01   3.4206519000000001e-03   2.6116343999999998e+00   1.9431586999999999e+00   1.0179480000000000e-22   1.1195536000000001e-02   1.4743277000000001e-02   5.7666966999999998e-05   5.7666966999999998e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.9750000000000000e+06   1.6669338814057938e-02   2.3308698999999999e+02   5.1798485000000000e+17   1.3597500000000000e+04   3.2036212000000000e-10   9.1573247000000007e-12   1.5058370000000000e-04   3.0357558000000001e-10   4.2239811000000001e-14   1.7871664000000001e-14   1.5555794000000001e-17   4.7341813000000000e-04   1.7054924000000000e-04   1.6386367000000001e-11   1.4417408999999999e-09   1.9314712000000000e-03   6.0045582999999998e-12   1.4094788999999999e-06   3.9263620999999999e-13   1.7815621000000001e-15   8.7052824999999999e-16   1.0676853000000000e-16   9.3827601999999998e-19   9.0757928999999994e-15   1.3270291000000001e-20   6.6544480000000004e-20   9.1706349999999994e-17   2.3453883000000000e-18   2.0877175000000001e-20   3.4813305000000002e-09   9.6878060000000003e-18   2.7411357000000002e-15   2.2338063999999999e-10   1.1500496000000000e-17   3.7998797000000001e-22   1.7020090000000001e-13   7.1804365000000002e-13   3.2830539000000000e-24   0.0000000000000000e+00   1.9469835000000000e-11   4.8573988999999998e-15   1.1513991999999999e-13   2.7333469000000000e-11   2.3427157000000002e-16   1.4707302999999999e-17   7.3993074000000004e-25   0.0000000000000000e+00   1.3903136000000001e-19   7.1822789999999999e-20   1.3861547000000000e-19   8.5987920000000005e-19   6.7220500000000006e-11   1.9446031000000001e-11   8.9124674000000002e-13   1.1363304000000001e-12   1.8841148000000002e-18   2.0029764000000001e-13   1.6023441000000000e-12   2.7117181999999999e-16   3.6649053999999997e-12   7.1668929000000005e-11   1.1851417000000000e-14   4.3695627999999999e-23   8.2885700000000005e-13   7.2389792000000005e-13   1.9383682000000000e-13   9.0108807000000002e-11   2.5450466999999999e-16   9.9999999999999996e-39   2.0000000000000000e-02   9.7727256214318436e-01   3.0430402000000000e-03   2.2992609000000002e+00   1.8872613000000000e+00   9.4917495000000006e-23   1.2026135000000000e-02   1.5817601000000001e-02   6.1917413999999996e-05   6.1917413999999996e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
3.0250000000000000e+06   1.5521400821266188e-02   2.3263208000000000e+02   4.8325686000000000e+17   1.4300000000000000e+04   3.8226002000000002e-10   1.1824957000000000e-11   1.4749555999999999e-04   3.6722836000000002e-10   4.7605878000000002e-14   1.8918603999999999e-14   1.6723768000000001e-17   4.8110367000000001e-04   1.7269630000000001e-04   1.5634122000000000e-11   1.5097974000000001e-09   1.9289254000000001e-03   5.7758951999999997e-12   1.3738081000000000e-06   3.2100647000000000e-13   1.3914184999999999e-15   5.6774876000000003e-16   1.3748867000000001e-16   7.2442076000000004e-19   9.9578098999999992e-15   7.8314140000000006e-21   3.9478987000000003e-20   6.1105638999999997e-17   1.5594599999999999e-18   1.3736419000000001e-20   3.3544728000000000e-09   6.4689492000000003e-18   2.2034102000000000e-15   1.8390225999999999e-10   9.5271454999999993e-18   2.1688956999999998e-22   1.5935882000000000e-13   6.4951568000000001e-13   4.0885686000000002e-24   0.0000000000000000e+00   1.9670688999999999e-11   3.7365322000000004e-15   1.0723793000000000e-13   2.5623912000000001e-11   1.4770773000000000e-16   1.5187992000000000e-17   5.3086579000000003e-25   0.0000000000000000e+00   8.6494640999999997e-20   6.8944942999999999e-20   1.2862159999999999e-19   8.3511234000000002e-19   6.4690333000000003e-11   2.1688069000000002e-11   7.5836441000000001e-13   8.8786210000000002e-13   2.2359255000000001e-18   1.6159241000000000e-13   1.3177704000000000e-12   2.9390766000000000e-16   3.8631759999999998e-12   7.2776451000000006e-11   8.1862890000000001e-15   1.0578349000000000e-23   7.5746050999999996e-13   4.9439237999999998e-13   1.8536443000000000e-13   8.4966409000000006e-11   2.6489427000000002e-16   9.9999999999999996e-39   1.9999999793070707e-02   9.7726839933876097e-01   2.7087748000000000e-03   2.0226896000000001e+00   1.8326089999999999e+00   8.8553806999999997e-23   1.2914528000000000e-02   1.6972013000000001e-02   6.6484287999999997e-05   6.6484287999999997e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
3.0750000000000000e+06   1.4450515355435217e-02   2.3211261999999999e+02   4.5092187000000000e+17   1.5142500000000000e+04   4.5682478000000002e-10   1.5243365000000001e-11   1.4440454999999999e-04   4.4465447000000002e-10   5.3651993999999998e-14   1.9979751000000001e-14   1.7962937000000001e-17   4.8882207000000002e-04   1.7487798999999999e-04   1.4874096999999999e-11   1.5772555000000000e-09   1.9263594000000000e-03   5.5257744000000003e-12   1.3388599000000000e-06   2.6570544999999998e-13   1.0989347000000000e-15   3.7369016999999998e-16   1.7658330000000000e-16   5.6599125000000005e-19   1.0726587999999999e-14   4.5441286000000003e-21   2.3022503999999999e-20   3.9923235000000000e-17   1.0205719000000000e-18   8.8444087000000005e-21   3.2320498000000002e-09   4.2514055000000000e-18   1.7584389000000000e-15   1.5068566000000000e-10   7.9149424999999994e-18   1.2102546000000000e-22   1.4859035000000000e-13   5.9015320999999998e-13   5.0657174000000003e-24   0.0000000000000000e+00   1.9857870000000001e-11   2.8420962000000001e-15   9.9447685000000002e-14   2.3923677000000000e-11   9.1155759000000003e-17   1.5597186000000000e-17   3.7386239000000001e-25   0.0000000000000000e+00   5.2440360999999998e-20   6.5522462000000001e-20   1.1753875000000001e-19   8.0384026999999997e-19   6.1965369000000002e-11   2.4118738999999999e-11   6.4241608999999999e-13   6.8921757000000004e-13   2.6537057000000001e-18   1.2932651000000000e-13   1.0793804000000000e-12   3.1847636000000001e-16   4.0682946999999997e-12   7.3696549000000006e-11   5.5854257999999997e-15   2.4746068000000000e-24   6.8829447000000000e-13   3.3424392000000000e-13   1.7712282999999999e-13   8.0037979999999999e-11   2.7544378000000000e-16   9.9999999999999996e-39   1.9999999778232091e-02   9.7726419116214513e-01   2.4107678000000001e-03   1.7778756000000000e+00   1.7780890000000000e+00   8.2628621999999999e-23   1.3868589000000001e-02   1.8213727999999998e-02   7.1396364000000001e-05   7.1396364000000001e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
3.1250000000000000e+06   1.3451670009873143e-02   2.3167004000000000e+02   4.2055524000000000e+17   1.6000000000000000e+04   5.4353273000000005e-10   1.9440435999999999e-11   1.4131826000000000e-04   5.3794337999999997e-10   6.0484551000000006e-14   2.1008626000000001e-14   1.9213570000000000e-17   4.9655567999999997e-04   1.7709046000000001e-04   1.4162451000000001e-11   1.6494509000000000e-09   1.9237786000000001e-03   5.3135441000000003e-12   1.3047246000000001e-06   2.2346326000000001e-13   8.7560415000000001e-16   2.5090509000000001e-16   2.2235121999999998e-16   4.4572858999999996e-19   1.1369738999999999e-14   2.6525365999999999e-21   1.3502902000000000e-20   2.5997038999999999e-17   6.7098427999999997e-19   5.6868759000000003e-21   3.1145839999999998e-09   2.8077419000000000e-18   1.4017323000000000e-15   1.2306700999999999e-10   6.6675119999999997e-18   6.7123714000000006e-23   1.3906810000000000e-13   5.4358825000000001e-13   6.3082249999999999e-24   0.0000000000000000e+00   2.0031187999999998e-11   2.1816057000000000e-15   9.2260406999999999e-14   2.2401612999999999e-11   5.5912562999999997e-17   1.6107063000000001e-17   2.6297979000000000e-25   0.0000000000000000e+00   3.1585744000000000e-20   6.2324359000000000e-20   1.0704014000000000e-19   7.7688140000000003e-19   5.9125002000000004e-11   2.6689639999999999e-11   5.4515207000000000e-13   5.3705855000000001e-13   3.1161066999999999e-18   1.0367788999999999e-13   8.8255297999999995e-13   3.4117529000000001e-16   4.2520396000000003e-12   7.4439831000000003e-11   3.8263597000000002e-15   5.6057103000000001e-25   6.2649006000000000e-13   2.2701526000000000e-13   1.6912881000000001e-13   7.5329277000000003e-11   2.8613211999999999e-16   9.9999999999999996e-39   2.0000000237780893e-02   9.7725994574366426e-01   2.1417779000000000e-03   1.5605971999999999e+00   1.7226969999999999e+00   7.7064128000000001e-23   1.4899515000000000e-02   1.9550422000000001e-02   7.6684389000000004e-05   7.6684389000000004e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
3.1750000000000000e+06   1.2520424555937829e-02   2.3129549000000000e+02   3.9207451000000000e+17   1.6707500000000000e+04   6.4395930000000000e-10   2.4553738000000001e-11   1.3821451000000000e-04   6.5017724999999997e-10   6.8197684000000003e-14   2.2025428000000001e-14   2.0498470000000002e-17   5.0436136000000002e-04   1.7935130999999999e-04   1.3496491000000001e-11   1.7262874000000000e-09   1.9211638000000001e-03   5.1337053000000001e-12   1.2711608000000001e-06   1.9130579000000001e-13   7.0555296999999995e-16   1.7221446000000000e-16   2.7489520000000002e-16   3.5441807000000002e-19   1.1894784000000000e-14   1.5568894000000000e-21   7.9611918999999997e-21   1.6924954000000000e-17   4.4293283000000003e-19   3.6622575999999999e-21   3.0013981999999998e-09   1.8619604999999998e-18   1.1152345999999999e-15   1.0013420999999999e-10   5.6846422000000001e-18   3.7218610000000001e-23   1.3058133000000001e-13   5.0666368000000003e-13   7.8906491999999999e-24   0.0000000000000000e+00   2.0192494999999999e-11   1.6901196000000000e-15   8.5636540000000006e-14   2.1035361000000000e-11   3.4282272000000000e-17   1.6719048000000000e-17   1.8516692000000001e-25   0.0000000000000000e+00   1.9012581000000000e-20   5.9299134000000005e-20   9.7087791999999996e-20   7.5325512999999996e-19   5.6182463000000000e-11   2.9379402999999997e-11   4.6358217000000003e-13   4.2021517999999998e-13   3.6244480999999998e-18   8.3236524999999995e-14   7.2111593999999996e-13   3.6168593000000001e-16   4.4147191000000003e-12   7.5052481000000006e-11   2.6390642000000000e-15   1.2231838000000000e-25   5.7191184999999999e-13   1.5516141999999999e-13   1.6132424000000001e-13   7.0803075000000002e-11   2.9704177000000002e-16   9.9999999999999996e-39   1.9999999744946439e-02   9.7725563166845308e-01   1.8990038000000001e-03   1.3674917000000000e+00   1.6672678000000001e+00   7.1845209999999996e-23   1.6013144000000000e-02   2.0989056999999998e-02   8.2375891000000001e-05   8.2375891000000001e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
