alt                      press                    temp                     density                  eddy                     O                        O2                       H2O                      H                        OH                       HO2                      H2O2                     CO                       HCO                      H2CO                     CH4                      CH3                      C2H6                     NO                       NO2                      HNO                      O3                       HNO3                     N                        C3H2                     C3H3                     CH3C2H                   CH2CCH2                  C3H5                     C2H5CHO                  C3H6                     C3H7                     C3H8                     C2H4OH                   C2H2OH                   C2H5                     C2H4                     CH                       CH3O2                    CH3O                     CH2CO                    CH3CO                    CH3CHO                   C2H2                     CH23                     C2H                      C2                       C2H3                     HCS                      CS2                      CS                       OCS                      S                        HS                       H2S                      SO3                      S2                       HSO                      H2SO4                    SO2                      SO                       HNCO                     NH3                      NH2                      HCN                      NCO                      CN                       N2H3                     N2H4                     CO2                      S3                       S4                       N2                       SO4AER                   S8AER                    HCAER                    HCAER2                   SO4AER_AERSOL            S8AER_AERSOL             HCAER_AERSOL             HCAER2_AERSOL            SO4AER_WFALL             S8AER_WFALL              HCAER_WFALL              HCAER2_WFALL             SO4AER_RPAR              S8AER_RPAR               HCAER_RPAR               HCAER2_RPAR              
4.1200000000000000e+02   9.4792567030118006e-05   1.4206864353313154e+02   4.8350054069344660e+15   1.3777842837673094e+05   1.0733666006313998e-17   4.9967478729428226e-20   1.5052844841947250e-10   1.1607437679963000e-09   5.2751270058700619e-17   5.7075982716156963e-25   2.3012891532293882e-25   9.1308942166694670e-08   3.9182646419694095e-17   3.4837539731653193e-14   2.9463364747373904e-03   1.1641873979731906e-10   4.5842730736528578e-06   -4.1585604491726367e-46  -1.1344181549056015e-57  -4.3690893273811469e-48  6.2260535224714237e-34   -2.7452395950563758e-65  -4.8106044912424200e-47  4.1970315151848370e-13   7.2617320171841911e-13   1.0138561579809649e-08   5.0226543634594366e-09   7.5682918823462999e-14   1.2465683158546358e-16   1.6999706595921608e-08   3.5981474556125716e-12   6.7766008796923976e-08   1.4473089921066673e-18   1.4323236167833398e-17   2.2793689568770245e-12   2.5714570298557884e-09   4.4902230533570114e-25   4.6451355081784756e-24   8.6545219063592692e-10   9.3224529065707102e-13   1.1747580007173817e-17   9.9084137069856472e-13   6.5390814408080144e-07   5.2366009881420499e-18   1.7480762839943796e-16   1.6659733631036969e-17   1.0617698892530734e-11   -2.9458207246423495e-85  -1.2263057134427178e-84  -2.5218425996803120e-77  -3.7296702195493806e-84  -8.6879247790352863e-78  -6.0939093508081355e-84  -1.1251079177419543e-84  -4.4690465038676749e-85  1.0236585084245528e-83   -2.4595948098701893e-84  4.6271750398697962e-85   -6.0136906792849885e-83  -2.0663180302964014e-82  -1.1981711648709389e-41  -6.2488156285606035e-40  -2.6772941003500717e-39  -1.1715360082784857e-30  -1.0871645261577779e-48  -1.9603938274555186e-40  5.1514067267764757e-65   6.5355981499608980e-64   4.3559275939345914e-11   -1.6962314505391201e-84  1.9411074344348132e-84   -8.2666300819627114e-45  2.2814645198763758e-88   -5.7237720802867764e-88  1.8678756116084143e-07   4.6691698835383356e-10   1.0000000000000000e-100  5.3309804957811620e-69   1.2928976893275158e+07   4.1368126509409085e+04   2.3483472874861957e+00   3.0381743031852650e+00   1.2019413269103588e-02   1.2019413269103588e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
4.2000000000000000e+02   8.2127634003457923e-05   1.4188701149342072e+02   4.1943781630875290e+15   1.5198515721416482e+05   1.3213042670496539e-17   1.1257228424498836e-19   2.0321620074036840e-10   1.5663400372801844e-09   8.3580869342738003e-17   1.1151094915745550e-24   4.3967138727350761e-25   9.4349911254347374e-08   5.2473409753847499e-17   4.9302643110765543e-14   2.8879088246918649e-03   1.3461784341925626e-10   4.6356791068803855e-06   -4.3794917999833877e-46  -9.7371586775686932e-58  -4.1745676243497317e-48  1.2172367192775266e-33   -2.7915865831492676e-65  -5.2217695069994433e-47  4.1904638845003410e-13   7.2722346786442398e-13   1.0517442323030526e-08   4.6663497889608413e-09   6.5294137157023961e-14   1.4476957039642670e-16   1.6851645432153189e-08   3.1807728690656561e-12   6.3145465464825562e-08   1.5636886991388902e-18   1.5882012108193715e-17   2.0921573564463986e-12   2.6516657322052863e-09   8.7138125670007735e-25   7.9510914138116228e-24   8.9370390937095507e-10   1.2900241032004021e-12   1.5588533797003439e-17   1.3466752124301306e-12   7.0814609149398893e-07   7.1223353108668723e-18   2.3168432397001411e-16   2.1946387105262710e-17   1.1026211077720918e-11   -5.1530565729598063e-84  1.7652336105535183e-84   -2.5849679964464097e-77  -2.8049432169921312e-84  -8.9738894149043260e-78  1.2766072666182654e-83   5.5908120984095134e-85   -5.1732176113576824e-85  7.3820141964622520e-84   1.1727990188617528e-84   2.8332291233897851e-85   -9.5780784338501736e-83  -1.4609396984816160e-82  -1.3297169248562205e-41  -6.2749154143693923e-40  -2.6810339851061789e-39  -1.1317645099572042e-30  -1.4538858560925937e-48  -2.2515763792285776e-40  3.7062219761823832e-65   5.4336401424983465e-64   4.5378296679753014e-11   3.6994830268976531e-85   -3.6573932122635898e-85  -7.9754326846040024e-45  -5.6550849559201564e-88  3.1772270382099141e-88   1.8919782795731135e-07   4.5115688495150685e-10   2.0408727145747991e-69   1.0000000000000000e-100  1.1360644590884663e+07   3.4675632074651461e+04   2.7107960812800500e+00   3.5070924301560642e+00   1.3874696378522969e-02   1.3874696378522969e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
4.2800000000000000e+02   7.1148691949842195e-05   1.4170537945370995e+02   3.6383250481257410e+15   1.6765659352923054e+05   1.6301947236783039e-17   2.2541057517260364e-19   2.7189296954225751e-10   2.1281909229691973e-09   1.3182600164084557e-16   1.9366124970157550e-24   8.3445215206816261e-25   9.7393645637404867e-08   6.8912615799446610e-17   6.9818978943427642e-14   2.8281065208668422e-03   1.5563147428312608e-10   4.6793932471866719e-06   -4.6232445894648044e-46  -8.3232435048562020e-58  -3.9991718335509458e-48  2.1029532647226909e-33   -2.8164028028927504e-65  -5.6822660235197709e-47  4.1423770695503733e-13   7.2105820577767385e-13   1.0850230539436094e-08   4.2699356159281176e-09   5.6054668195568865e-14   1.6593024760313335e-16   1.6471119459231744e-08   2.7638820984441312e-12   5.8590331021182977e-08   1.6719499340651961e-18   1.7350058421645036e-17   1.8934318627471911e-12   2.7439380653434072e-09   1.7286786818776812e-24   1.1993371832342173e-23   9.2199951953234543e-10   1.7644589763505809e-12   2.0324109137620792e-17   1.7966151493580264e-12   7.6458151594377695e-07   9.8598254295645307e-18   3.0543699777792204e-16   2.8781282114908532e-17   1.1315351792663124e-11   -4.7081610264308472e-84  4.3741310616612233e-84   -2.6458413408638288e-77  -1.1017581848883408e-84  -9.2658909842834808e-78  1.1015363177570609e-83   2.0681759279049161e-84   -2.0526107358882064e-84  -1.0884245083476951e-83  -1.7317168336828554e-84  1.1518512348405522e-85   -2.3635972406378944e-83  -1.4922583415790767e-82  -1.4664403155313806e-41  -6.3435577459227461e-40  -2.6806200964519756e-39  -1.0916553439372086e-30  -1.9306770911938172e-48  -2.5781435039442410e-40  2.6215399750289951e-65   4.4763619227582715e-64   4.7202137350320439e-11   4.7303990209784368e-84   -4.7104984512258392e-84  -7.6821596342694463e-45  1.6357503810485708e-88   -5.0119811845978121e-88  1.9109172800729099e-07   4.3297864113478135e-10   1.0000000000000000e-100  4.0115446086036667e-69   9.9531976322157122e+06   2.8866702914216461e+04   3.1294677695071678e+00   4.0487489267998980e+00   1.6017770419313015e-02   1.6017770419313015e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
4.3600000000000000e+02   6.1632186632395596e-05   1.4152374741399919e+02   3.1557251431052770e+15   1.8494371662193208e+05   2.0132066661740872e-17   4.0816998025499285e-19   3.6036471655345496e-10   2.9135324694946262e-09   2.0691730000706581e-16   3.0419298287564329e-24   1.5725586559594106e-24   1.0043154729379205e-07   8.8580974734238873e-17   9.8975006790795963e-14   2.7669493083531185e-03   1.8002618113048713e-10   4.7153735153013552e-06   -4.8844226900849900e-46  -7.0590186617336383e-58  -3.8354533194340137e-48  3.2578146210978679e-33   -2.8082571354175928e-65  -6.1870018407534938e-47  4.0518943213281824e-13   7.0747215477199581e-13   1.1134220732777544e-08   3.8473550537323393e-09   4.7970762014942292e-14   1.8727753849513539e-16   1.5870057288664266e-08   2.3606791101549990e-12   5.4143465400682520e-08   1.7700474944697327e-18   1.8655927932204827e-17   1.6904948421138967e-12   2.8529736909558440e-09   3.5189571148275776e-24   1.6222997067860543e-23   9.5028574187093208e-10   2.3849095970664399e-12   2.6015408859709258e-17   2.3509635127234409e-12   8.2303950497702947e-07   1.3931997085956820e-17   4.0057660761448744e-16   3.7580608603596981e-17   1.1477391747678211e-11   -1.5498393841135239e-84  -1.7639299430751588e-84  -2.7077651648197941e-77  2.3044896962855490e-85   -9.5624490658072821e-78  -2.6088007807019658e-84  -1.6815246187642455e-85  -2.3040409517923627e-84  2.2259658391741359e-84   -7.2553239472753627e-85  -4.2875744345774088e-86  -6.6066975997629654e-83  -1.8938639219015123e-82  -1.6071075775329133e-41  -6.4581236595838438e-40  -2.6757024538556207e-39  -1.0512674084124253e-30  -2.5471453294249440e-48  -2.9452242407741334e-40  1.8192883434942775e-65   3.6483602043158791e-64   4.9019534397221454e-11   2.3381048090231726e-84   -1.8540914409396969e-84  -7.3872649709294319e-45  -5.0609196157861154e-88  2.5399575189783646e-88   1.9242649731919657e-07   4.1265895889988191e-10   1.5354918154522999e-69   1.0000000000000000e-100  8.6932723985380251e+06   2.3862704398099755e+04   3.6131223084331165e+00   4.6744769865353435e+00   1.8493475417914167e-02   1.8493475417914167e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
4.4400000000000000e+02   5.3384076805037613e-05   1.4134211537428843e+02   2.7369134475169945e+15   2.0401309610172125e+05   2.4851041472645550e-17   6.7930795817804209e-19   4.7299704308484847e-10   4.0191627201046918e-09   3.2315683659483480e-16   4.3920946640685183e-24   2.9417445096450673e-24   1.0345421850700350e-07   1.1121069752294344e-16   1.4039093478266876e-13   2.7044624986070406e-03   2.0840346175638287e-10   4.7436197929138838e-06   -5.1560615843796403e-46  -5.9211608173040826e-58  -3.6770279026604886e-48  4.5879647179894381e-33   -2.7583464294938828e-65  -6.7315263050949688e-47  3.9225390771047108e-13   6.8700078504063053e-13   1.1368463888149879e-08   3.4129368767968040e-09   4.0988911833262438e-14   2.0769551949691934e-16   1.5064728660561988e-08   1.9812509026748533e-12   4.9839503437542782e-08   1.8566839900117109e-18   1.9741299651805438e-17   1.4897787990513392e-12   2.9827355111887281e-09   7.3300563569829862e-24   2.0005146742487916e-23   9.7850625700142587e-10   3.1852399537726708e-12   3.2655731521639225e-17   3.0139892613699345e-12   8.8333078166518803e-07   2.0032435902219664e-17   5.2270332562542893e-16   4.8864166398588567e-17   1.1509845374941963e-11   -1.5956770381955411e-84  -7.1415797983491013e-84  -2.7692879384379814e-77  -2.1265845799321262e-85  -9.8574878520594078e-78  -2.4072544497983333e-85  -5.6838248062415740e-85  -2.0770182435726646e-84  2.0296277911905344e-83   8.2560822170195264e-85   -1.4464990504369626e-85  -3.9445192590988266e-83  -2.3364351669788440e-82  -1.7501321657447371e-41  -6.6198785399015295e-40  -2.6661384111815748e-39  -1.0106639396774129e-30  -3.3403744350611018e-48  -3.3592555304459536e-40  1.2366955693343861e-65   2.9364848843939492e-64   5.0817643717767418e-11   5.0382753471931544e-84   4.8473036506775450e-84   -7.0912336020184531e-45  1.1067190922251828e-88   -4.4286475463158121e-88  1.9316253564827219e-07   3.9052797448083190e-10   1.0000000000000000e-100  3.0176661626360196e-69   7.5683847984587504e+06   1.9585850064859293e+04   4.1718900099695144e+00   5.3973827003980581e+00   2.1353665908684948e-02   2.1353665908684948e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
4.5200000000000000e+02   4.6235956483513337e-05   1.4116048333457758e+02   2.3734911854183215e+15   2.2504844559642268e+05   3.0621267822787965e-17   1.0542095321939082e-18   6.1469924226062142e-10   5.5821194405041063e-09   5.0212548818867770e-16   5.9140988829295502e-24   5.4608470447438368e-24   1.0645151129607450e-07   1.3602033261990319e-16   1.9887957505268981e-13   2.6406773406842904e-03   2.4129407627734978e-10   4.7641755922323119e-06   -5.4299504214744468e-46  -4.9016859274402864e-58  -3.5188483629646622e-48  5.9482214555020982e-33   -2.6624784478808609e-65  -7.3153534627927025e-47  3.7626180897605851e-13   6.6100328277067582e-13   1.1554267176890355e-08   2.9801861982989389e-09   3.5015413886037447e-14   2.2579942580679373e-16   1.4072830565241851e-08   1.6324370790029219e-12   4.5705673564253239e-08   1.9305527993313011e-18   2.0574405699521169e-17   1.2965237213432178e-12   3.1342087008445978e-09   1.5487253962260404e-23   2.2824041894890272e-23   1.0066017398721598e-09   4.2039064444043917e-12   4.0124554988900362e-17   3.7789577156570319e-12   9.4525297752361117e-07   2.9071440139823478e-17   6.7874516356293004e-16   6.3279575736460393e-17   1.1415809614121843e-11   1.1094555285605721e-84   -1.3901641729321265e-84  -2.8284967862368851e-77  -1.6813388082577344e-84  -1.0155710466843921e-77  -7.1261134263283061e-84  -2.8763897817049631e-84  -2.4208299090915493e-84  1.9701043581284242e-83   4.4367197332565809e-84   -2.6884365939419536e-85  4.8898839431395898e-83   -4.6200026156947907e-82  -1.8934724272257053e-41  -6.8281057357974068e-40  -2.6519811957366056e-39  -9.6991241514952910e-31  -4.3570192277127696e-48  -3.8278067141545318e-40  8.2250706591759012e-66   2.3289430573837850e-64   5.2581933579558369e-11   -1.8035277183150194e-84  -1.6857373471760632e-84  -6.7945803843112982e-45  -4.5703402324992278e-88  2.0164774349075085e-88   1.9326462432861635e-07   3.6695465331867301e-10   1.1548776032414189e-69   1.0000000000000000e-100  6.5668823185685808e+06   1.5959865817123375e+04   4.8174867310158103e+00   6.2326234582517035e+00   2.4658312434351119e-02   2.4658312434351119e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
4.6000000000000000e+02   4.0041684125066288e-05   1.4097885129486681e+02   2.0581607005307258e+15   2.4825242219935425e+05   3.7622467877139905e-17   1.5446184477505514e-18   7.9087882867561541e-10   7.7961086346179609e-09   7.7626594532569733e-16   7.5196857478368705e-24   1.0054964117049374e-23   1.0941261492846880e-07   1.6151442442404736e-16   2.8031518947618619e-13   2.5756313567599589e-03   2.7903329981338855e-10   4.7771424974080893e-06   -5.6965754955692056e-46  -3.9993003016586286e-58  -3.3570481823104874e-48  7.1806337674679890e-33   -2.5203326175964434e-65  -7.9441780240870733e-47  3.5825622902226117e-13   6.3123323869386636e-13   1.1696347583305521e-08   2.5599611211848563e-09   2.9933473564904346e-14   2.3990901383931169e-16   1.2910158685848242e-08   1.3180051949336527e-12   4.1762706974886536e-08   1.9883749753211680e-18   2.1147242578013650e-17   1.1144296650020714e-12   3.3029192117913105e-09   3.2819129650871098e-23   2.4392256770825752e-23   1.0345098897288677e-09   5.4841933969277533e-12   4.8119152410723550e-17   4.6206250193265562e-12   1.0085926317604687e-06   4.2145553948583818e-17   8.7724168214522314e-16   8.1631743408486733e-17   1.1204426360495395e-11   -2.3492583423815955e-84  3.9888249361359116e-84   -2.8876735938414004e-77  -1.7428446806277696e-84  -1.0445066662533219e-77  -8.0421322906973414e-84  2.0697979297459963e-84   -2.6598018334502384e-84  -3.9019435349891153e-84  -1.9125245766924380e-84  -3.4481880767157138e-85  5.1541695698691873e-83   -9.2104413794710307e-82  -2.0344811857189910e-41  -7.0853546264779833e-40  -2.6329582067607112e-39  -9.2908441766339089e-31  -5.6561389986550113e-48  -4.3589967161049051e-40  5.3427022660394050e-66   1.8142072128016188e-64   5.4296066160787516e-11   -1.2611226509778963e-84  1.0650168440524378e-84   -6.4978487941475760e-45  6.7014092945895221e-89   -3.9464567107485377e-88  1.9270313855959216e-07   3.4233068456021795e-10   1.0000000000000000e-100  2.2692869260197862e-69   5.6778944244394600e+06   1.2910834767020600e+04   5.5634629899269639e+00   7.1977302432180075e+00   2.8476776710929495e-02   2.8476776710929495e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
4.6800000000000000e+02   3.4674452806412720e-05   1.4079721925515605e+02   1.7845817701538540e+15   2.7384856759724143e+05   4.6066368991784286e-17   2.1590120745954827e-18   1.0073617753473241e-09   1.0952656637271850e-08   1.1942628380914789e-15   9.1222445917485145e-24   1.8350061628520478e-23   1.1232618634681826e-07   1.8520270279986074e-16   3.9085446121250887e-13   2.5093686422384214e-03   3.2159462110848466e-10   4.7827055377526981e-06   -5.9434699081311106e-46  -3.2084222058689827e-58  -3.1878620280735476e-48  8.1455779394039437e-33   -2.3311656768325213e-65  -8.6309457987254646e-47  3.3874236309622322e-13   5.9856657714434344e-13   1.1804381759254008e-08   2.1583724861972737e-09   2.5617023341227542e-14   2.4801955528663129e-16   1.1587578850230770e-08   1.0390948635647579e-12   3.8025671550137646e-08   2.0201610721452826e-18   2.1435551427398750e-17   9.4516557130542624e-13   3.4762573993116147e-09   6.9147148606360822e-23   2.4614537639519894e-23   1.0621654494040766e-09   7.0748780608363257e-12   5.6059086757938709e-17   5.4846213655867837e-12   1.0731294706107263e-06   6.0470859965219128e-17   1.1286826630666861e-15   1.0491889052640531e-16   1.0891871287396420e-11   8.2558360826924851e-85   2.2657228488557419e-84   -2.9428325154399748e-77  -1.5418947745262847e-84  -1.0721917007938417e-77  1.5330043196887993e-83   -2.6897144705472356e-85  -2.7910876223560336e-84  6.9016764250523065e-84   5.4048477889740416e-84   -3.7117352288549143e-85  3.5614648585342340e-83   -3.4216656726868036e-82  -2.1697140532482602e-41  -7.4136153178672974e-40  -2.6068467092789076e-39  -8.8825545858677821e-31  -7.3133230346447351e-48  -4.9608448173665956e-40  3.3698135368530211e-66   1.3800999080427600e-64   5.5941762148267859e-11   2.5245717789745444e-84   -2.5438288866413404e-84  -6.2016091895770261e-45  -4.1623459681265025e-88  1.5830075009862757e-88   1.9145521302695015e-07   3.1705497567620572e-10   8.6832996490571536e-70   1.0000000000000000e-100  4.8912841357013071e+06   1.0368125336647039e+04   6.4254923848172920e+00   8.3129807728573706e+00   3.2889287968925270e-02   3.2889287968925270e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
4.7600000000000000e+02   3.0024244012415534e-05   1.4061558721544529e+02   1.5472465741928528e+15   3.0208346297151927e+05   5.6252615940852399e-17   2.9032971223965751e-18   1.2702737967199083e-09   1.5591943086183074e-08   1.8291971853537579e-15   1.0647067189625468e-23   3.3148505615935232e-23   1.1518052702419356e-07   2.0308911594084470e-16   5.3502214146722244e-13   2.4419401163687823e-03   3.6813823709753862e-10   4.7811666888463582e-06   -6.1525423077084305e-46  -2.5095324568470131e-58  -3.0061545472546230e-48  8.7133837221291692e-33   -2.0884103415241468e-65  -9.4043935122416894e-47  3.1605454898080045e-13   5.6017106020114192e-13   1.1894128002556001e-08   1.7753526095738425e-09   2.1939893282567868e-14   2.4784225228924485e-16   1.0110463021160630e-08   7.9495551996664194e-13   3.4504719150373385e-08   1.9981361076647043e-18   2.1282036741566792e-17   7.8753999168424202e-13   3.6306497651547615e-09   1.4489714840223452e-22   2.3401274440418206e-23   1.0895002207489318e-09   9.0313927493395879e-12   6.2976988432291992e-17   6.2750175463306384e-12   1.1386438963890371e-06   8.5253673951711533e-17   1.4459171119613517e-15   1.3437704296567883e-16   1.0503447170828402e-11   2.5135863686735046e-84   -2.1640475244290151e-84  -2.9939807543877060e-77  -7.1975983146161710e-85  -1.1013535026219712e-77  5.9969136535352337e-84   1.7624802791892631e-84   -2.5387189660062157e-84  -1.1958319887754277e-83  1.2319254918691679e-84   -3.6629588074106815e-85  1.8249989958861905e-83   -1.0413566665021420e-81  -2.2947048118264100e-41  -7.8889129557753106e-40  -2.5660105900951979e-39  -8.4750471814373666e-31  -9.4271011102239701e-48  -5.6403952585906153e-40  2.0275044181637187e-66   1.0139407740819852e-64   5.7498642421311249e-11   3.4000200775796720e-84   -3.3899755602021704e-84  -5.9064566130667905e-45  3.0812897306551540e-89   -3.5451935718448439e-88  1.8950581565723123e-07   2.9152102780373299e-10   1.0000000000000000e-100  1.7059632037640540e-69   4.1976025564453732e+06   8.2653001512010433e+03   7.4217055452042642e+00   9.6018315491080131e+00   3.7988652368312392e-02   3.7988652368312392e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
4.8400000000000000e+02   2.5995615074691907e-05   1.4043395517573444e+02   1.3413709102236072e+15   3.3322910722479114e+05   6.8781917639336606e-17   3.7814608383900269e-18   1.5858782131538591e-09   2.3054621613097269e-08   2.7908044251243974e-15   1.2035444965214718e-23   5.9149473945782998e-23   1.1796380380841528e-07   2.0881522711849388e-16   7.1230698130915219e-13   2.3734036846203800e-03   4.1543685650372048e-10   4.7729950190219133e-06   -6.3045612594226610e-46  -1.8718147943634034e-58  -2.8068917587927029e-48  8.7084517142996494e-33   -1.7827425803860143e-65  -1.0361380566969036e-46  2.8412805709405841e-13   5.0553169911999791e-13   1.1986126031448879e-08   1.4061375350178257e-09   1.8784661951519531e-14   2.3710236508480039e-16   8.4857317426864582e-09   5.8408193824588919e-13   3.1205869865262443e-08   1.8617917350039654e-18   2.0203944380493099e-17   6.3678889181381729e-13   3.7296786482326851e-09   3.0762234313882409e-22   2.0434706683928604e-23   1.1164431122465205e-09   1.1416491199456237e-11   6.7470900541222529e-17   6.8472265546740948e-12   1.2049267646601205e-06   1.1734012429873199e-16   1.8446528658270149e-15   1.7153557235106958e-16   1.0073359962760721e-11   8.4795611824893480e-85   3.3977473294221378e-84   -3.0505444617715193e-77  -1.2621875847404112e-85  -1.1307688098478945e-77  -2.1142397492225402e-83  2.4877345369083431e-84   -3.0507540750671532e-84  1.7251081413093736e-84   -1.7223824979912861e-84  -3.5524711625192758e-85  -6.5495466164917081e-84  -1.3467576698658446e-81  -2.4037524328842125e-41  -8.6894906728944130e-40  -2.4925640290635127e-39  -8.0691472599852141e-31  -1.2127737080087710e-47  -6.4031706021632180e-40  1.1143759730991108e-66   7.0489101983123220e-65   5.8944038132558094e-11   -2.4771854341994404e-84  2.4891945487918965e-84   -5.6130081213437483e-45  -3.8214450053595738e-88  1.2225420982503279e-88   1.8684867825452922e-07   2.6610880768361707e-10   6.5267536348874420e-70   1.0000000000000000e-100  3.5880472814214574e+06   6.5408975375180535e+03   8.5730768428866622e+00   1.1091418165484615e+01   4.3882232474844601e-02   4.3882232474844601e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
4.9200000000000000e+02   2.2505714238053733e-05   1.4024691243013021e+02   1.1628411845732828e+15   3.6757573623015505e+05   8.5290493222732013e-17   4.7965767666190757e-18   1.9603662351854967e-09   3.7148052671230762e-08   4.2425661294192538e-15   1.3248628539170823e-23   1.0393895336860050e-22   1.2066422714150938e-07   1.9385404992478886e-16   9.1284325761681381e-13   2.3038238308416242e-03   4.5381994618922594e-10   4.7589313565926479e-06   -6.4057956371216753e-46  -1.2885197143280189e-58  -2.5942166475347573e-48  7.9331679276636456e-33   -1.4260545177153290e-65  -1.1850671069896277e-46  2.3468320843067185e-13   4.1987177664902027e-13   1.2099075750196740e-08   1.0490231370608863e-09   1.6063242379430550e-14   2.1437188826733183e-16   6.7436483653713983e-09   4.0571753164160772e-13   2.8131938306242648e-08   1.5412832061917988e-18   1.7488690713979190e-17   4.8769692374938851e-13   3.7272136966624200e-09   6.8779792245545449e-22   1.5428406696009296e-23   1.1429196681192353e-09   1.4297978583987757e-11   6.7890394478314963e-17   7.0242901270684033e-12   1.2717859558835678e-06   1.5620356028397129e-16   2.3444237653264477e-15   2.1831492786191229e-16   9.6274115520518184e-12   -1.0223934886025454e-84  -4.0897419849896645e-85  -3.1065582980972976e-77  9.9777193258542964e-85   -1.1561281956074575e-77  6.8588897012605179e-84   -9.6267686953171173e-85  -2.7268793542385143e-84  2.0797293911579215e-84   -1.8010439053312917e-84  -3.4123593881997073e-85  -3.6589757721794820e-83  -5.1973218536759465e-82  -2.4898642743680725e-41  -1.0106463548393760e-39  -2.3572797155113977e-39  -7.6657077998392047e-31  -1.5599544897826528e-47  -7.2527672680219609e-40  5.1830682130997870e-67   4.4853644323141411e-65   6.0252712784182821e-11   -1.7218064588681791e-84  1.7124289182175119e-84   -5.3218980665439521e-45  6.7625130504060010e-91   -3.2093374812425054e-88  1.8348656422246350e-07   2.4117982284991748e-10   1.0000000000000000e-100  1.2821254905178893e-69   3.0545266387368180e+06   5.1391416686591756e+03   9.9040238537664589e+00   1.2813330860810353e+01   5.0695015693602186e-02   5.0695015693602186e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
5.0000000000000000e+02   1.9482452488906933e-05   1.4003454135009380e+02   1.0081597767771486e+15   4.0541145701171114e+05   1.1043464497201468e-16   5.9537055075807004e-18   2.3996210400445053e-09   6.8013499194331909e-08   6.4212837440894780e-15   1.4277285634806455e-23   1.7916351371547651e-22   1.2327000542380733e-07   1.5412657557437732e-16   1.1148020081396671e-12   2.2332696696903370e-03   4.6266342584222107e-10   4.7402017170742527e-06   -6.5324625142020757e-46  -8.1821320844670443e-59  -2.3938665610003665e-48  6.5101235541934307e-33   -1.0767873025794994e-65  -1.4964454763533603e-46  1.7088046134102266e-13   3.0782096919457030e-13   1.2239632578330104e-08   7.1819934992252178e-10   1.3750248663228558e-14   1.8049811883926833e-16   4.9729312970834924e-09   2.6109230572645144e-13   2.5283281201813768e-08   1.0743732690119236e-18   1.3230933114359174e-17   3.4533119907267231e-13   3.5821877513963447e-09   1.6625323641437209e-21   9.3633847911953151e-24   1.1688502885076495e-09   1.7732592341045248e-11   6.2996309094527296e-17   6.6596726490165545e-12   1.3390393069017291e-06   1.9808113012689237e-16   2.9705923520794811e-15   2.7721516950695777e-16   9.1478313028834229e-12   3.2203259956007992e-85   -4.0989001989167303e-84  -3.1629179304574024e-77  2.0037795305702584e-84   -1.1812575276971016e-77  5.6235181411486680e-84   -2.5092571727821130e-84  -1.7300365925842774e-84  5.8772451787166156e-84   -3.3062230112551722e-85  -3.1309459236940671e-85  2.2998207754572283e-83   -1.5845001431818217e-81  -2.5450933242211829e-41  -1.2412210632895108e-39  -2.1327248443239909e-39  -7.2655960949330935e-31  -2.0124156728033282e-47  -8.1908810580610090e-40  1.8845647378763880e-67   2.4934002571255405e-65   6.1396432456080091e-11   -2.9477603862793697e-85  2.4613392403998557e-85   -5.0337681325322627e-45  -3.5346648509332148e-88  3.7841647524409478e-88   1.7942981113106426e-07   2.1706914046101053e-10   4.9054369958372706e-70   1.0000000000000000e-100  2.5896627484672116e+06   4.0101135095011400e+03   1.1443407813478265e+01   1.4804908858687504e+01   5.8574735245929578e-02   5.8574735245929578e-02   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000005e-07   1.3000000000000005e-07   
