alt                      press                    temp                     density                  eddy                     O                        O2                       H2O                      H                        OH                       HO2                      H2O2                     H2                       CO                       HCO                      H2CO                     CH4                      CH3                      C2H6                     NO                       NO2                      HNO                      O3                       HNO3                     N                        C3H2                     C3H3                     CH3C2H                   CH2CCH2                  C3H5                     C2H5CHO                  C3H6                     C3H7                     C3H8                     C2H4OH                   C2H2OH                   C2H5                     C2H4                     CH                       CH3O2                    CH3O                     CH2CO                    CH3CO                    CH3CHO                   C2H2                     CH23                     C2H                      C2                       C2H3                     HCS                      CS2                      CS                       OCS                      S                        HS                       H2S                      SO3                      S2                       HSO                      H2SO4                    SO2                      SO                       HNCO                     NH3                      NH2                      HCN                      NCO                      CN                       N2H3                     N2H4                     CO2                      S3                       S4                       SO4AER                   S8AER                    HCAER                    HCAER2                   SO4AER_AERSOL            S8AER_AERSOL             HCAER_AERSOL             HCAER2_AERSOL            SO4AER_WFALL             S8AER_WFALL              HCAER_WFALL              HCAER2_WFALL             SO4AER_RPAR              S8AER_RPAR               HCAER_RPAR               HCAER2_RPAR              
1.6750000000000000e+01   7.3165970838432293e-02   1.8000000000000000e+02   2.9454899693410749e+18   6.0309201999999996e+03   3.2719726320396180e-10   7.4958684273569730e-10   7.5827465629298563e-08   1.0035580851133096e-10   4.0354282920103245e-14   7.7278265408706324e-13   2.7258604063247516e-13   2.3440167157387456e-03   8.9620328320324655e-06   8.1087399880737544e-13   3.6872558062054716e-12   1.5497555968254047e-05   1.7299002054030686e-15   3.6059991191617995e-10   2.0822240511946341e-12   1.9150710278467551e-13   4.6874192131635627e-15   5.8664408334563567e-13   2.2375472226838290e-15   8.5075029387640709e-16   1.5273954910442101e-30   2.6936182547249217e-30   2.2172896866941067e-25   1.8123242076941668e-26   1.8481106867384291e-29   5.1154804486214944e-18   3.3937897100114744e-26   4.5928567082564838e-21   4.0734744042505106e-15   7.3810704964444517e-22   2.1459584706059259e-23   3.7430687521461931e-18   1.2126600757240807e-17   4.6408757449791777e-30   1.1111314832091217e-16   3.7692306486330025e-15   4.3318874118813400e-22   5.4067518321708700e-18   7.4715816315086293e-16   1.7802557320142126e-18   3.9901058811905969e-23   1.8839203768460170e-27   2.8968394407066706e-28   1.4885750511500447e-22   9.0906256647293219e-28   1.4869488163706919e-30   8.4191430780911604e-27   2.1274071000401047e-14   2.7442262249851229e-14   2.4487157787859544e-16   1.0350975184606373e-16   2.7661753991595374e-14   1.8970984428200477e-20   2.7377035958527658e-15   4.7886979730740023e-13   1.2047800805506739e-11   5.8171549374585783e-13   1.1863884041212144e-12   8.4397949925312572e-17   1.3219813787962510e-18   5.6363595429064806e-10   4.8753960623412884e-20   8.8027979150684140e-20   6.4623799280572719e-25   4.1301141270981106e-24   2.9993956285281082e-03   4.0788804580913062e-25   1.0402237177750010e-29   6.8483243099610792e-10   2.9548015623159211e-11   9.2847998756771338e-19   5.3355840763161019e-22   1.5906999991616983e+01   4.2873588005261762e+00   3.9151584181182836e-02   2.8798424511510970e-05   4.7235017569282924e-03   3.8046567201599668e-03   1.4138541168238129e-05   1.4138541168238129e-05   1.6579236813134198e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.7250000000000000e+01   6.6748792040940863e-02   1.8000000000000000e+02   2.6871494380410977e+18   6.2304453999999996e+03   3.9581536844305618e-10   7.9997064441397723e-10   8.3008276366839335e-08   1.2863559265206849e-10   4.8905910811504521e-14   7.7600349057145674e-13   2.4568083128552509e-13   2.3441127059387222e-03   9.0920316947318377e-06   7.9148606010136337e-13   3.7109750078742545e-12   1.5440259616976705e-05   1.7268790635130922e-15   3.5006526679535252e-10   1.6879960920609015e-12   1.4253103543586975e-13   3.4721031349461764e-15   5.8763243226072603e-13   1.7220858621491345e-15   1.0259737305048817e-15   1.0520533491460598e-30   1.8654313564483787e-30   1.7063254774042863e-25   1.3479689537953291e-26   1.5397538402180120e-29   4.4541189936971485e-18   2.9761383997334664e-26   3.6326114614342166e-21   3.2395699281220503e-15   7.3363122770266592e-22   2.1161593159401548e-23   3.7730441479043800e-18   1.2831711335587176e-17   6.7693297856417460e-30   9.3903486701462762e-17   5.1530751904588336e-15   4.5298072587562103e-22   5.3903519228272504e-18   7.6168161946042761e-16   1.9014525842081167e-18   4.3659736094136003e-23   2.3082345798491298e-27   3.5287472018002838e-28   1.6689778101766037e-22   5.1692331481797358e-28   4.8963056833813474e-31   5.0755499107875118e-27   1.1905324853538998e-14   1.8277950897968218e-14   1.4668010648265602e-16   5.3204489317999881e-17   1.7869257713797378e-14   6.2677833443305822e-21   1.5742890704784096e-15   3.0944190448327578e-13   7.6597594433174818e-12   3.7303688935460256e-13   1.4029997274103864e-12   1.1334095692948957e-16   1.6819952853223059e-18   6.3607878557337989e-10   6.4285888375428417e-20   1.2721747736802674e-19   8.1607927621719940e-25   6.0323448659984179e-24   2.9993236679994482e-03   7.4470299492454656e-26   1.0340298970025414e-30   6.6297132860613218e-10   2.8605921096507281e-11   1.0888656807285188e-18   6.2572532150901425e-22   1.5267279856940021e+01   3.7866199416587301e+00   4.1887589895266177e-02   3.0810926832186138e-05   4.9735374017497560e-03   4.1466182179953027e-03   1.5496729521048759e-05   1.5496729521048759e-05   1.6125026892163449e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.7750000000000000e+01   6.0895320618281103e-02   1.8000000000000000e+02   2.4515024403494810e+18   6.4365717000000004e+03   4.7558916093595961e-10   8.5526246164928337e-10   9.0823853122988419e-08   1.6434400486128127e-10   5.9241948216978172e-14   7.8424621660537427e-13   2.2467489729794432e-13   2.3442187442596686e-03   9.2254317212260858e-06   7.7185177727077850e-13   3.7674410148410384e-12   1.5379552493080135e-05   1.7310984103473356e-15   3.3937700650178189e-10   1.3833012909834128e-12   1.0660576545726171e-13   2.6274777497588991e-15   5.8329424490363055e-13   1.3321417515253494e-15   1.2253205554560230e-15   7.6034029861085712e-31   1.3543944907987037e-30   1.3727274523867697e-25   1.0499091778173060e-26   1.3143631989649216e-29   3.8166295986286748e-18   2.6749962032735070e-26   2.8458146627004142e-21   2.5503946588400900e-15   7.3121016094654272e-22   2.0881594061600767e-23   3.7951472507724292e-18   1.3582701556167887e-17   9.8958124998952749e-30   8.0040867850954634e-17   7.1048314244922217e-15   4.8068058936102055e-22   5.3420892901090793e-18   7.7354984401999548e-16   2.0292206416063495e-18   4.7971901991460452e-23   2.8222143239476507e-27   4.2884650729313956e-28   1.8730705837905231e-22   2.9723310486563765e-28   1.6397566258867156e-31   3.1047722456358135e-27   6.6884223183972314e-15   1.2219731876150488e-14   8.9745534548994249e-17   2.7935005561867108e-17   1.1505146690179887e-14   2.1343381413777571e-21   9.2096011552703152e-16   1.9913768938472886e-13   4.8786398952141392e-12   2.4072982418271125e-13   1.6406619872316503e-12   1.5018178475871492e-16   2.1166930206155174e-18   7.1294586508669503e-10   8.3777549859242433e-20   1.8134196767414067e-19   1.0115173573516950e-24   8.6203634349745095e-24   2.9992517613341607e-03   1.4070799116098464e-26   1.0722967365034925e-31   6.3975575068731953e-10   2.7644325271275426e-11   1.2590183278529716e-18   7.2350489314372129e-22   1.4676810865852037e+01   3.3384300925582751e+00   4.4185891945321243e-02   3.2501470892675072e-05   5.2353182249371957e-03   4.5216231106958655e-03   1.6985249389828244e-05   1.6985249389828244e-05   1.5657945322338921e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.8250000000000000e+01   5.5555961778348172e-02   1.8000000000000000e+02   2.2365524065357555e+18   6.9651368000000002e+03   5.6813354860800266e-10   9.1613577699303089e-10   9.8995740367715139e-08   2.0930256445178539e-10   7.1737570209346116e-14   7.9686621947451303e-13   2.0808700193062007e-13   2.3443321306270610e-03   9.3599243522342234e-06   7.5166996385086293e-13   3.8540709554547619e-12   1.5316706608595146e-05   1.7419904213887043e-15   3.2879219429783338e-10   1.1599354790031836e-12   8.1166445002214830e-14   2.0527680847317107e-15   5.7452103719175865e-13   1.0491562710333494e-15   1.4562337470407093e-15   5.8786037763313670e-31   1.0512474356907483e-30   1.1773190749210526e-25   8.6401825231615110e-27   1.1528953540039331e-29   3.2343505432957658e-18   2.4527109012522526e-26   2.2171177762308411e-21   1.9958343455619265e-15   7.3085851731304920e-22   2.0605789429309528e-23   3.8127606239016949e-18   1.4383927498480842e-17   1.4498595484222231e-29   6.8758127220174963e-17   9.6670938101517098e-15   5.1571103315924865e-22   5.2703060735015230e-18   7.8359807405437686e-16   2.1624728538275578e-18   5.2911074807294446e-23   3.4417620827409365e-27   5.1971204114235469e-28   2.1013667199334412e-22   1.7390279446161105e-28   5.6561969229387481e-32   1.9374642246230212e-27   3.7958901097711233e-15   8.2550569789498220e-15   5.6294987872876665e-17   1.5024207813171304e-17   7.4678151738150158e-15   7.5650050784733585e-22   5.5058700460656794e-16   1.2864192622786881e-13   3.1355689303462997e-12   1.5738361667985493e-13   1.8973070851810804e-12   1.9632393715409784e-16   2.6353458519187826e-18   7.9263786981418110e-10   1.0792224008958918e-19   2.5477374955571025e-19   1.2307502524682617e-24   1.2053818969851050e-23   2.9991809286384419e-03   2.7968663109766805e-27   1.1855427580461431e-32   6.1662749670024119e-10   2.6686235577633875e-11   1.4353917640683311e-18   8.2485929069444448e-22   1.4730609543407910e+01   2.9401558825312035e+00   4.5958809774834040e-02   3.3805562191904181e-05   5.4311872189859037e-03   4.9328195497431396e-03   1.8616583914695746e-05   1.8616583914695746e-05   1.4979587149552316e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.8750000000000000e+01   5.0685490809433874e-02   1.8000000000000000e+02   2.0404786960319593e+18   7.6154687999999996e+03   6.7542581226607759e-10   9.8988118851391980e-10   1.0505245213674093e-07   2.6443210357342328e-10   8.6671407314636229e-14   8.1571720640350994e-13   1.9585155276574896e-13   2.3444489213478329e-03   9.4925981375677178e-06   7.2814843474265390e-13   3.9641404683081751e-12   1.5253466409840409e-05   1.7578012536096420e-15   3.1861320710838444e-10   1.0074740600026479e-12   6.3907790013485163e-14   1.6658351468099926e-15   5.6763601245773747e-13   8.5288938728436798e-16   1.7302600348818028e-15   5.0158046735293175e-31   8.9984100425620384e-31   1.1051711941410121e-25   7.6162915628230426e-27   1.0437581930076842e-29   2.7311289624452633e-18   2.2657775063571676e-26   1.7291701085046534e-21   1.5627090973044399e-15   7.2990309310519335e-22   2.0314334428607279e-23   3.8188125092415495e-18   1.5139570479779081e-17   2.1194916792789073e-29   5.9975511505686580e-17   1.2760815773662432e-14   5.5398923776676743e-22   5.1804815786148203e-18   7.9053832897906009e-16   2.2922736344576581e-18   5.8518739645260612e-23   4.1703221490091421e-27   6.2567124365688089e-28   2.3363270272553001e-22   1.0427645181485681e-28   2.0304860296843933e-32   1.2350508984238017e-27   2.1890140286880116e-15   5.6543774753230976e-15   3.6251041556170508e-17   8.2885792407109630e-18   5.0467409916554501e-15   2.8026901266755597e-22   3.3861170946398113e-16   8.4247763515877431e-14   2.0557048636764255e-12   1.0529652283586507e-13   2.1687975296902078e-12   2.5068238408730512e-16   3.2281012167565394e-18   8.7294863896145542e-10   1.3737150476217753e-19   3.5224876636880839e-19   1.4614441641639745e-24   1.6318153251139590e-23   2.9991123143520730e-03   5.8952340526842843e-28   1.4134561405423178e-33   5.9482070029683246e-10   2.5758482420083816e-11   1.6130987204827167e-18   9.2698000623151048e-22   1.4983976261915167e+01   2.5891445631333703e+00   4.7120756639754527e-02   3.4660246358053637e-05   5.6169326443966938e-03   5.3836576037883579e-03   2.0404409628645836e-05   2.0404409628645836e-05   1.4256601806416719e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.9250000000000000e+01   4.6242667413653370e-02   1.8000000000000000e+02   1.8616210714031148e+18   8.3265220000000008e+03   7.9955599437047866e-10   1.0782739675676907e-09   1.0920452722524363e-07   3.3144367599171664e-10   1.0445614761449865e-13   8.4031191770909718e-13   1.8692646982526929e-13   2.3445677433507972e-03   9.6235462055063182e-06   7.0185052374534723e-13   4.0980600861914310e-12   1.5190158304930786e-05   1.7780197093072710e-15   3.0888442961373411e-10   9.1171414295294012e-13   5.2378726091761773e-14   1.4108313125635507e-15   5.6303030406410985e-13   7.2013939148046987e-16   2.0639938869509630e-15   4.8868607746616161e-31   8.7903919546048588e-31   1.1754721452107326e-25   7.3512138171948259e-27   9.9074181753247020e-30   2.3033376574246559e-18   2.0996448426424172e-26   1.3524491420569597e-21   1.2264495050155642e-15   7.2841361160920636e-22   1.9991038608393162e-23   3.8160244626176389e-18   1.5844120607693439e-17   3.0902724790439800e-29   5.3066224696948582e-17   1.6203622547067800e-14   5.9401959814867367e-22   5.0798336343218188e-18   7.9499987701174630e-16   2.4156569438473388e-18   6.4874468155566636e-23   5.0174013862713153e-27   7.4788087503974239e-28   2.5721266566703617e-22   6.4223410302523327e-29   7.6215160240275736e-33   8.0564776197131996e-28   1.2840917459303506e-15   3.9373625276449221e-15   2.3963106829666364e-17   4.6918613432387835e-18   3.5415552617510254e-15   1.0878151059986396e-22   2.1430344907842836e-16   5.6111036387822875e-14   1.3780662226352579e-12   7.2244887113405433e-14   2.4566764123392393e-12   3.1343322329656838e-16   3.9002818097643487e-18   9.5346585860220764e-10   1.7320795582441958e-19   4.7953331172009779e-19   1.7019893806866527e-24   2.1495036620433111e-23   2.9990454947274262e-03   1.3236847194267269e-28   1.8281099008926993e-34   5.7457534982211725e-10   2.4864409193443208e-11   1.7912230240288100e-18   1.0293405536168929e-21   1.5328112282224593e+01   2.2802023690869966e+00   4.7737557330079804e-02   3.5113941616982710e-05   5.8077882150451522e-03   5.8779180611759638e-03   2.2363710331443668e-05   2.2363710331443668e-05   1.3539038121846532e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.9750000000000000e+01   4.2189884128411403e-02   1.8000000000000000e+02   1.6984655446220370e+18   9.0748994999999995e+03   9.4286543856149468e-10   1.1818709632951103e-09   1.1206810449649499e-07   4.1254615538514964e-10   1.2558530446839444e-13   8.6966233599113218e-13   1.8030755317230229e-13   2.3446881759551833e-03   9.7535902396054718e-06   6.7375091791251957e-13   4.2558846217518775e-12   1.5126681329163864e-05   1.8021326444155104e-15   2.9957973322996395e-10   8.6105814846943911e-13   4.4764608207384622e-14   1.2488639860491911e-15   5.5995126186951800e-13   6.3261555833276350e-16   2.4782692490466995e-15   5.6304448499722179e-31   1.0150438600966212e-30   1.4689745217219261e-25   8.0497759575080242e-27   1.0186141944809612e-29   1.9414570634549599e-18   1.9478868172963136e-26   1.0610909951021313e-21   9.6513771807215919e-16   7.2661205550167621e-22   1.9624712680117897e-23   3.8072693226230763e-18   1.6507451287161381e-17   4.4948746264740428e-29   4.7494913388832914e-17   1.9751336902087149e-14   6.3500052718945434e-22   4.9729778715669361e-18   7.9764493946190297e-16   2.5314484848392783e-18   7.2064716218355867e-23   5.9948574144842758e-27   8.8787735514104248e-28   2.8061552075781767e-22   4.0638956327524957e-29   2.9964037732495162e-33   5.3822206865378055e-28   7.6676051339264351e-16   2.7916875853695496e-15   1.6244406411120558e-17   2.7235678379222702e-18   2.5627594213974308e-15   4.4249287397654074e-23   1.3937720451159013e-16   3.8033626371623335e-14   9.4449539290790816e-13   5.0815640307729231e-14   2.7646010456054410e-12   3.8538943904393967e-16   4.6643150107165809e-18   1.0343199217194368e-09   2.1688097932357093e-19   6.4348707316805611e-19   1.9555556510027321e-24   2.7738643817435394e-23   2.9989797503707106e-03   3.1718916361634186e-29   2.5722788762594730e-35   5.5583135237714694e-10   2.4001083884835275e-11   1.9700487137340470e-18   1.1321041581362740e-21   1.5741372664691767e+01   2.0081287694950745e+00   4.7901923216204872e-02   3.5234842946173517e-05   6.0070404802084355e-03   6.4197439654288058e-03   2.4510901808928630e-05   2.4510901808928630e-05   1.2841338478044607e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.0250000000000000e+01   3.8492845818335328e-02   1.8000000000000000e+02   1.5496314741680891e+18   9.8080578999999998e+03   1.1078912487719021e-09   1.3017279278294300e-09   1.1411675202355267e-07   5.1027507142127443e-10   1.5062736579308741e-13   9.0313914402221869e-13   1.7534249083703035e-13   2.3448104619437690e-03   9.8839466960319225e-06   6.4462832734070545e-13   4.4366908922674226e-12   1.5062666105724397e-05   1.8297825844407318e-15   2.9063694182903733e-10   8.4705763099978349e-13   3.9817502593861655e-14   1.1529785684587621e-15   5.5791027787268785e-13   5.7703929404842020e-16   2.9969866324618164e-15   7.7490674869086865e-31   1.3996012273183099e-30   2.1809049785069745e-25   1.0337910418287405e-26   1.1898084042716627e-29   1.6346974455657346e-18   1.8071959188598484e-26   8.3445295086461851e-22   7.6100738332741608e-16   7.2457522852427804e-22   1.9212466884606610e-23   3.7940688885581201e-18   1.7135519457776351e-17   6.5229025224545165e-29   4.2913812621868688e-17   2.3171246767490847e-14   6.7628487699760991e-22   4.8623897354888193e-18   7.9884919652687194e-16   2.6389463158576120e-18   8.0189907876154598e-23   7.1153778490897771e-27   1.0473499081426945e-27   3.0362039233839459e-22   2.6380550298223306e-29   1.2313507094940246e-33   3.6785250005712724e-28   4.6570114408218789e-16   2.0143825455365589e-15   1.1266896589915756e-17   1.6183789781343627e-18   1.9001708220555890e-15   1.8808286496843896e-23   9.2909072267051751e-17   2.6205835998762436e-14   6.6067399748057935e-13   3.6573476005220228e-14   3.0980657892103602e-12   4.6773206661193849e-16   5.5379248615147830e-18   1.1159844589663159e-09   2.7031043102894946e-19   8.5236851919001898e-19   2.2287670361067328e-24   3.5280367215838586e-23   2.9989142390089542e-03   8.0838686398176548e-30   3.9215679002805855e-36   5.3840033999842121e-10   2.3162438216519484e-11   2.1506175906912259e-18   1.2358694990715317e-21   1.6164470512389375e+01   1.7681400633752662e+00   4.7710159270469163e-02   3.5093788640779984e-05   6.2225514722375769e-03   7.0136751457103444e-03   2.6863968428693601e-05   2.6863968428693601e-05   1.2182064213544332e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.0750000000000000e+01   3.5120277487635368e-02   1.8000000000000000e+02   1.4138598022397494e+18   1.0600448000000000e+04   1.2973491610794722e-09   1.4394211001352016e-09   1.1569387510596766e-07   6.2751813593531213e-10   1.8024376508037962e-13   9.4041194239502458e-13   1.7162703703903755e-13   2.3449347911524568e-03   1.0015514745441243e-05   6.1506776216799497e-13   4.6391337661047158e-12   1.4997837469378598e-05   1.8608536801055571e-15   2.8201313821978683e-10   8.6413450083708774e-13   3.6700416310944771e-14   1.1050539475088772e-15   5.5662303403702234e-13   5.4411607311741961e-16   3.6464797526527949e-15   1.2370327851744210e-30   2.2378268570694049e-30   3.7379102655908306e-25   1.5611051224645764e-26   1.6423666203466855e-29   1.3744199383388538e-18   1.6764218654302166e-26   6.5741450999464348e-22   6.0093487030671572e-16   7.2245182244420753e-22   1.8759420530674281e-23   3.7777399838063227e-18   1.7734309728453909e-17   9.4450978742807038e-29   3.9093790615012293e-17   2.6280227938195969e-14   7.1744023294915926e-22   4.7500393675920044e-18   7.9893751994252012e-16   2.7380834170657269e-18   8.9372000264247168e-23   8.3933828612100178e-27   1.2282755717276506e-27   3.2607752680956673e-22   1.7546061549070159e-29   5.2795708603724469e-34   2.5698241822730848e-28   2.8752917265052951e-16   1.4783502925071254e-15   7.9815305488383016e-18   9.8320651723580170e-19   1.4371436913962894e-15   8.3338279765160657e-24   6.3353183181165445e-17   1.8334648978285018e-14   4.7097879597372431e-13   2.6894182557164932e-14   3.4629097512049353e-12   5.6181701511912586e-16   6.5422515066936643e-18   1.1988152048586111e-09   3.3589148739693914e-19   1.1158844021715170e-18   2.5294294651660038e-24   4.4418907588753058e-23   2.9988483402244729e-03   2.1846833210050272e-30   6.4537707796856638e-37   5.2214029235056675e-10   2.2344360443834618e-11   2.3337087800180858e-18   1.3410843068668151e-21   1.6741827529643231e+01   1.5562459628124836e+00   4.7235906171233945e-02   3.4744945998526724e-05   6.4351598937604435e-03   7.6646860288280411e-03   2.9442612740925792e-05   2.9442612740925792e-05   1.1526752368381386e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.1250000000000000e+01   3.2043657906629941e-02   1.8000000000000000e+02   1.2900023311847803e+18   1.1456855000000000e+04   1.5141375273108630e-09   1.5969620979439788e-09   1.1704238753758151e-07   7.6755209658359492e-10   2.1520412337058797e-13   9.8132179528768244e-13   1.6889990228549951e-13   2.3450609392343573e-03   1.0148564627889116e-05   5.8548821477441906e-13   4.8617306194151945e-12   1.4932185240281971e-05   1.8954126859163137e-15   2.7370342345020780e-10   9.0869011623014583e-13   3.4843104878133305e-14   1.0926802532812551e-15   5.5591572557062171e-13   5.2721421397203769e-16   4.4548141531954858e-15   2.1811238902837080e-30   3.9510786096976158e-30   7.0464406075165582e-25   2.6780810086678725e-26   2.6707323227327152e-29   1.1544199086410818e-18   1.5557833617166920e-26   5.1907286573906606e-22   4.7540909773152765e-16   7.2049869578908734e-22   1.8276733369929984e-23   3.7598253635429089e-18   1.8311730298496990e-17   1.3647573942438331e-28   3.5876074671960316e-17   2.8962222339175209e-14   7.5828652034917475e-22   4.6379881150651005e-18   7.9827817026664629e-16   2.8295507684691560e-18   9.9757644737407533e-23   9.8463980915247021e-27   1.4331175031147451e-27   3.4793644440059273e-22   1.1956922031313850e-29   2.3628667435361038e-34   1.8355920930834628e-28   1.8056524859160340e-16   1.1039606436910979e-15   5.7727249554165532e-18   6.1078260597054851e-19   1.1062670495640006e-15   3.8493772179492449e-24   4.4164469352987448e-17   1.3026146011671868e-14   3.4209070997472383e-13   2.0200595846195731e-14   3.8643150000893135e-12   6.6898006046282101e-16   7.7002024713763804e-18   1.2828308278299469e-09   4.1649489045494416e-19   1.4451461785834101e-18   2.8649688680841199e-24   5.5503834902746772e-23   2.9987817941090227e-03   6.2631839910692151e-31   1.1472624649276647e-37   5.0700537783898154e-10   2.1546452163567680e-11   2.5193544942840141e-18   1.4477670927312905e-21   1.7504548200820107e+01   1.3692105185096648e+00   4.6526353897313959e-02   3.4223026182983882e-05   6.6416584476901202e-03   8.3782270462404995e-03   3.2268419320276577e-05   3.2268419320276577e-05   1.0880140570570928e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.1750000000000000e+01   2.9236976768309442e-02   1.8000000000000000e+02   1.1770119471944220e+18   1.2382450999999999e+04   1.7612994162266357e-09   1.7769089904608656e-09   1.1833402906008828e-07   9.3405652783068248e-10   2.5640099056290730e-13   1.0258916443365233e-12   1.6700383585715525e-13   2.3451887532794438e-03   1.0283297140621810e-05   5.5620770570384037e-13   5.1031026262656686e-12   1.4865698980053903e-05   1.9336573561195936e-15   2.6570213808531479e-10   9.7860127084727789e-13   3.3854174767828651e-14   1.1072933979719097e-15   5.5571773859230350e-13   5.2153619087575944e-16   5.4523029429825302e-15   4.0792492056776153e-30   7.3981387707037839e-30   1.4036502540879579e-24   4.9894394873311064e-26   4.9029567611532805e-29   9.6904654270326046e-19   1.4464871849622888e-26   4.1090147119690214e-22   3.7693793327422585e-16   7.1898157641034595e-22   1.7778936625066717e-23   3.7416583341551920e-18   1.8875616021426007e-17   1.9679753161259215e-28   3.3149311630519101e-17   3.1174074995663543e-14   7.9887309584632353e-22   4.5278736983788880e-18   7.9719254529792405e-16   2.9146637953595263e-18   1.1152156694218461e-22   1.1496237282374947e-26   1.6649960366571626e-27   3.6924104552491597e-22   8.3473256485273735e-30   1.1039340662673134e-34   1.3407627445798139e-28   1.1536449835416059e-16   8.3894573379950746e-16   4.2612498109035433e-18   3.8804369925798463e-19   8.6529119309202728e-16   1.8530974066947002e-24   3.1459725410419964e-17   9.3970298444693668e-15   2.5309059379440868e-13   1.5493842757499757e-14   4.3081953138642639e-12   7.9072504919213902e-16   9.0393334971048149e-18   1.3680508606500545e-09   5.1570351428247557e-19   1.8531062252025378e-18   3.2445967804759703e-24   6.8979670798733285e-23   2.9987144104574814e-03   1.9046384062615541e-31   2.2030582998328796e-38   4.9294453622225003e-10   2.0768350197199519e-11   2.7075873069906377e-18   1.5559365752867007e-21   1.8485911649986562e+01   1.2041673059548226e+00   4.5622868175329373e-02   3.3558456258095425e-05   6.8392269236622191e-03   9.1602699790035123e-03   3.5365034201848687e-05   3.5365034201848687e-05   1.0242150882279298e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.2250000000000000e+01   2.6676513293228402e-02   1.8000000000000000e+02   1.0739337074568600e+18   1.3382825999999999e+04   2.0419879934376392e-09   1.9824227364082739e-09   1.1968502612788272e-07   1.1311135276849794e-09   3.0486333691114639e-13   1.0742815220458012e-12   1.6584928076860798e-13   2.3453181361704056e-03   1.0419859393123344e-05   5.2746225379428458e-13   5.3620136665089149e-12   1.4798367988316808e-05   1.9758733953125341e-15   2.5800296181530182e-10   1.0730241801986009e-12   3.3467974917778984e-14   1.1430856485394499e-15   5.5603332285350337e-13   5.2364673225705178e-16   6.6721185258556470e-15   7.8942944419592453e-30   1.4331538390045733e-29   2.8829279215256119e-24   9.7539438309815176e-26   9.6817187408875161e-29   8.1324692196297717e-19   1.3509599964299287e-26   3.2624217809097187e-22   2.9963628040854885e-16   7.1815116354663831e-22   1.7281290362532994e-23   3.7243736491624474e-18   1.9433367882606617e-17   2.8321344396026359e-28   3.0833032810857107e-17   3.2924032920054703e-14   8.3942030825704307e-22   4.4209950345596703e-18   7.9595726933813744e-16   2.9951360127676853e-18   1.2487030156832374e-22   1.3369924676861925e-26   1.9278190383759404e-27   3.9010537207586186e-22   5.9686765507263198e-30   5.3832662782919313e-35   1.0014709749413685e-28   7.4990539755529652e-17   6.4877935348933016e-16   3.2092453672612932e-18   2.5217704092521437e-19   6.8688709413286224e-16   9.2940554347042736e-25   2.2888269377350822e-17   6.8819741258421383e-15   1.9065672123695331e-13   1.2131269807357125e-14   4.8013139116938310e-12   9.2870222250533002e-16   1.0592619821360184e-17   1.4544957900950182e-09   6.3799728121166458e-19   2.3548528124912094e-18   3.6796570635283508e-24   8.5410164329525270e-23   2.9986460530158341e-03   6.1412271197806455e-32   4.5676304419564142e-39   4.7965026611130282e-10   2.0009721314561453e-11   2.8984401531978856e-18   1.6656116809271365e-21   1.7512856004275331e+01   1.0585770542438844e+00   4.4561628658938847e-02   3.2777848608685460e-05   7.3147874877104715e-03   1.0017357615880969e-02   3.8758361392707010e-05   3.8758361392707010e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
